net,length_um
_0622_,23.52µm
_3432_,23.52µm
_0033_,23.46µm
_3241_,23.45µm
_0570_,23.44µm
_0573_,23.44µm
_2369_,23.38µm
_0155_,23.37µm
_0026_,23.36µm
_0232_,23.36µm
_0894_,23.34µm
_1001_,23.32µm
_2165_,23.32µm
_3429_,23.32µm
_2093_,23.26µm
net623,23.26µm
net118,23.24µm
_0503_,23.2µm
_0132_,23.165µm
_1909_,23.15µm
_1885_,23.1µm
_0525_,23.095µm
_0024_,23.06µm
_1531_,23.06µm
_1850_,23.06µm
_2858_,23.06µm
_3424_,23.055µm
_0610_,23.04µm
_3322_,23.02µm
_0091_,23µm
_1520_,23µm
_1319_,22.965µm
_1382_,22.96µm
_0891_,22.92µm
_0164_,22.9µm
_1249_,22.9µm
result[23],22.85µm
_2572_,22.84µm
_0483_,22.8µm
_3155_,22.76µm
net685,22.76µm
_0140_,22.68µm
_1897_,22.675µm
_1391_,22.625µm
_1068_,22.62µm
net328,22.605µm
_0083_,22.54µm
A[24],22.54µm
_2991_,22.53µm
net93,22.52µm
_1301_,22.5µm
_2171_,22.46µm
_3204_,22.46µm
_0070_,22.445µm
result[30],22.44µm
_0371_,22.42µm
_1412_,22.42µm
_0186_,22.38µm
_2426_,22.38µm
_2863_,22.36µm
zero,22.36µm
net215,22.3µm
_1112_,22.26µm
_2737_,22.26µm
_1280_,22.255µm
_1951_,22.24µm
_2755_,22.22µm
_1892_,22.2µm
_0917_,22.16µm
_2215_,22.12µm
_3188_,22.12µm
_3444_,22.12µm
net110,22.12µm
_2612_,22.1µm
_3414_,22.1µm
_0652_,22.06µm
_1104_,22.04µm
_2080_,22.04µm
_3176_,22.04µm
_1208_,22.02µm
_0924_,22µm
_0896_,21.98µm
_1066_,21.96µm
_1136_,21.96µm
_0864_,21.92µm
_3101_,21.92µm
_0401_,21.9µm
_0075_,21.89µm
_0330_,21.89µm
_3087_,21.88µm
A[28],21.86µm
_0719_,21.84µm
_2926_,21.84µm
_0490_,21.8µm
_1740_,21.78µm
_1960_,21.78µm
_3257_,21.78µm
_3034_,21.76µm
_2455_,21.74µm
_2778_,21.74µm
net621,21.735µm
_1884_,21.7µm
_3163_,21.67µm
_2814_,21.66µm
_0672_,21.62µm
net541,21.62µm
_0162_,21.6µm
_1195_,21.58µm
_0060_,21.56µm
_1679_,21.56µm
_3267_,21.56µm
_0609_,21.54µm
_2622_,21.53µm
_0749_,21.48µm
opcode[0],21.48µm
_1604_,21.46µm
_0498_,21.44µm
_0537_,21.42µm
_1524_,21.4µm
net115,21.38µm
_2535_,21.36µm
result[26],21.28µm
_1896_,21.26µm
_2772_,21.26µm
_2914_,21.26µm
_0560_,21.24µm
_3182_,21.24µm
_2038_,21.22µm
_1603_,21.2µm
_2761_,21.2µm
net756,21.2µm
_0322_,21.18µm
_0677_,21.16µm
_1413_,21.14µm
_0426_,21.08µm
net745,21.08µm
_1690_,21.055µm
_0256_,21.04µm
_0897_,21.04µm
_1061_,21.04µm
_1167_,21.04µm
_2094_,21.04µm
_3121_,21.04µm
net120,21.04µm
_0386_,21µm
_0845_,20.98µm
_1462_,20.96µm
_0413_,20.94µm
_3312_,20.94µm
_1432_,20.9µm
_3141_,20.9µm
B[19],20.9µm
result[28],20.9µm
_0778_,20.84µm
_3247_,20.84µm
_2313_,20.83µm
_0120_,20.8µm
_0921_,20.78µm
_3103_,20.76µm
_1653_,20.755µm
net617,20.74µm
_1860_,20.72µm
_0795_,20.7µm
_1728_,20.7µm
_1254_,20.66µm
_2280_,20.66µm
result[18],20.65µm
_1712_,20.64µm
B[21],20.63µm
_1919_,20.6µm
_0170_,20.58µm
_2345_,20.58µm
_3160_,20.58µm
A[29],20.56µm
_0988_,20.54µm
_1573_,20.52µm
_0684_,20.5µm
_0808_,20.48µm
_0616_,20.42µm
_0283_,20.4µm
_1621_,20.4µm
_0675_,20.38µm
_3471_,20.38µm
net551,20.38µm
_1656_,20.375µm
_1746_,20.36µm
_1451_,20.34µm
_1924_,20.3µm
_3277_,20.3µm
net116,20.3µm
_0250_,20.24µm
_0592_,20.24µm
net386,20.22µm
_1428_,20.19µm
_3102_,20.16µm
_0950_,20.1µm
_0328_,20.08µm
_1374_,20.08µm
_1593_,20.02µm
_0285_,20µm
_1183_,20µm
_1399_,20µm
_2850_,20µm
_3198_,20µm
_3408_,20µm
_0179_,19.98µm
_0248_,19.96µm
_3072_,19.96µm
_1353_,19.955µm
A[27],19.94µm
_2115_,19.92µm
_0000_,19.9µm
_0600_,19.9µm
_0472_,19.88µm
_1025_,19.88µm
_2318_,19.82µm
net277,19.82µm
_1596_,19.8µm
_0346_,19.78µm
_0377_,19.78µm
net728,19.78µm
_2461_,19.76µm
_3352_,19.76µm
_0878_,19.74µm
_1483_,19.74µm
_2708_,19.74µm
_2915_,19.74µm
_1691_,19.72µm
_2640_,19.72µm
_0802_,19.68µm
_2032_,19.645µm
_0843_,19.64µm
_1495_,19.64µm
A[26],19.64µm
_0893_,19.62µm
_1151_,19.6µm
net718,19.6µm
_0252_,19.58µm
_1461_,19.58µm
_1651_,19.58µm
_2334_,19.58µm
_0701_,19.56µm
_3210_,19.56µm
_1562_,19.54µm
_1016_,19.52µm
_0048_,19.5µm
_3119_,19.5µm
net535,19.5µm
_3245_,19.48µm
_0190_,19.46µm
result[0],19.46µm
_3272_,19.42µm
net294,19.4µm
net620,19.4µm
_0545_,19.38µm
_2090_,19.36µm
_2934_,19.36µm
_1667_,19.34µm
_0735_,19.32µm
_3370_,19.3µm
result[4],19.3µm
_2173_,19.28µm
result[19],19.27µm
_0797_,19.26µm
_0892_,19.24µm
_1929_,19.24µm
_3002_,19.24µm
_1479_,19.235µm
_1822_,19.22µm
_1114_,19.2µm
_3333_,19.2µm
_1674_,19.175µm
_1022_,19.16µm
_1490_,19.16µm
_1602_,19.16µm
_1073_,19.14µm
_1844_,19.12µm
_1928_,19.08µm
_1023_,19.06µm
_1395_,19.06µm
_1434_,19.06µm
_0883_,19.04µm
_2240_,19.04µm
_0090_,19.02µm
_0784_,19.02µm
result[21],18.97µm
_2596_,18.96µm
result[6],18.96µm
_3302_,18.95µm
_1453_,18.94µm
_2726_,18.94µm
net504,18.94µm
_3233_,18.885µm
_2164_,18.86µm
_2316_,18.86µm
_2777_,18.86µm
_1880_,18.84µm
_3196_,18.84µm
_0495_,18.8µm
_3297_,18.8µm
B[26],18.79µm
_0544_,18.78µm
_2732_,18.78µm
_2601_,18.76µm
B[0],18.76µm
_0159_,18.74µm
_0420_,18.74µm
A[25],18.72µm
_3050_,18.7µm
_3416_,18.7µm
net347,18.7µm
_1050_,18.68µm
_1879_,18.68µm
_1235_,18.66µm
_2128_,18.6µm
_0270_,18.58µm
_0391_,18.58µm
_2793_,18.58µm
_0615_,18.52µm
_0470_,18.46µm
net586,18.46µm
net693,18.46µm
_1480_,18.44µm
_3319_,18.44µm
_3456_,18.43µm
result[22],18.43µm
_0782_,18.4µm
_1246_,18.4µm
_3099_,18.38µm
_1963_,18.36µm
_0670_,18.32µm
_2999_,18.32µm
_3475_,18.32µm
_0240_,18.3µm
_1044_,18.3µm
_0566_,18.28µm
_1454_,18.28µm
_2653_,18.28µm
_1084_,18.26µm
_1959_,18.25µm
_0299_,18.24µm
_1160_,18.24µm
_2035_,18.24µm
_3462_,18.24µm
_0594_,18.22µm
_1568_,18.22µm
_2470_,18.22µm
_1062_,18.2µm
_3180_,18.2µm
_0394_,18.18µm
_1449_,18.18µm
_1934_,18.18µm
_2212_,18.18µm
_0128_,18.16µm
_0951_,18.16µm
_3440_,18.16µm
result[15],18.11µm
_0877_,18.1µm
_0596_,18.08µm
_3334_,18.08µm
net520,18.08µm
_3021_,18.06µm
_1029_,18.04µm
net377,18.02µm
B[25],18.01µm
_2598_,18µm
_0221_,17.98µm
_0316_,17.98µm
_3107_,17.98µm
_0543_,17.96µm
_1265_,17.96µm
_2802_,17.92µm
_0929_,17.9µm
_0946_,17.9µm
_3018_,17.9µm
_3126_,17.9µm
_0785_,17.88µm
_0237_,17.875µm
_0295_,17.86µm
_0972_,17.84µm
_1257_,17.84µm
result[25],17.84µm
_1493_,17.82µm
_3398_,17.8µm
_1163_,17.79µm
_0385_,17.78µm
_1018_,17.78µm
_2046_,17.77µm
net69,17.76µm
_3195_,17.75µm
_0307_,17.74µm
_2844_,17.72µm
_3043_,17.72µm
_2188_,17.7µm
_2342_,17.68µm
_2606_,17.68µm
result[31],17.68µm
net113,17.675µm
_0750_,17.66µm
_2072_,17.66µm
_0770_,17.64µm
_1130_,17.6µm
_2963_,17.56µm
net336,17.56µm
_0012_,17.54µm
_0640_,17.48µm
_1627_,17.48µm
_1805_,17.48µm
net192,17.48µm
_1035_,17.46µm
_0529_,17.44µm
_1293_,17.44µm
_1670_,17.44µm
_1711_,17.44µm
_0438_,17.42µm
_2194_,17.41µm
_1273_,17.4µm
_1460_,17.4µm
_1581_,17.4µm
_3317_,17.38µm
_0798_,17.36µm
_2884_,17.36µm
_3166_,17.36µm
_1252_,17.34µm
_1597_,17.34µm
_0143_,17.32µm
net354,17.32µm
_0789_,17.3µm
_3287_,17.3µm
_1323_,17.29µm
_2714_,17.28µm
_3282_,17.28µm
_3332_,17.28µm
_1713_,17.26µm
_2254_,17.26µm
_2339_,17.26µm
opcode[1],17.26µm
opcode[3],17.26µm
_1063_,17.24µm
_2965_,17.22µm
overflow,17.22µm
_0267_,17.18µm
_0630_,17.18µm
_2443_,17.18µm
result[2],17.16µm
_0907_,17.14µm
net287,17.14µm
_1949_,17.12µm
_1477_,17.1µm
_2053_,17.1µm
_3046_,17.095µm
_2557_,17.08µm
_1307_,17.06µm
_1455_,17.06µm
_3111_,17.06µm
_0034_,17.04µm
_0769_,17.04µm
_1962_,17.04µm
_3052_,17.04µm
B[15],17.04µm
_1506_,17.035µm
_0834_,17.02µm
_1346_,17.02µm
_1582_,17.02µm
_2893_,16.98µm
_3349_,16.98µm
_0131_,16.96µm
_1903_,16.96µm
_3171_,16.96µm
_0599_,16.94µm
_1368_,16.94µm
_2576_,16.94µm
_2900_,16.94µm
net112,16.94µm
net114,16.92µm
_1094_,16.9µm
_3269_,16.9µm
B[29],16.88µm
net419,16.88µm
_3207_,16.86µm
_0597_,16.84µm
_3320_,16.8µm
_0365_,16.78µm
_2887_,16.78µm
net627,16.78µm
_0505_,16.76µm
_0714_,16.76µm
_0569_,16.74µm
_2864_,16.74µm
_0583_,16.72µm
_1648_,16.72µm
_2055_,16.72µm
_3342_,16.72µm
_0306_,16.7µm
_0690_,16.68µm
_3438_,16.68µm
_0136_,16.66µm
_3464_,16.66µm
result[8],16.66µm
_1308_,16.64µm
_1706_,16.635µm
A[21],16.63µm
_1549_,16.62µm
_3315_,16.62µm
_1325_,16.6µm
_0018_,16.56µm
_2936_,16.54µm
_0412_,16.53µm
_0399_,16.52µm
_0993_,16.5µm
_1367_,16.5µm
_2074_,16.5µm
_2437_,16.5µm
_0706_,16.48µm
_0836_,16.48µm
_0717_,16.46µm
_1052_,16.46µm
_3237_,16.46µm
_1671_,16.44µm
_2108_,16.44µm
_2638_,16.44µm
_1537_,16.41µm
_0006_,16.4µm
_0629_,16.4µm
_0801_,16.36µm
_1212_,16.36µm
_2678_,16.36µm
_3020_,16.36µm
_0968_,16.34µm
_0985_,16.34µm
_1540_,16.34µm
_3390_,16.34µm
A[31],16.34µm
_0025_,16.32µm
_0257_,16.32µm
_3075_,16.32µm
_1372_,16.3µm
_1751_,16.3µm
_2769_,16.3µm
_2949_,16.3µm
_1233_,16.28µm
net239,16.28µm
_1920_,16.26µm
net757,16.26µm
_2295_,16.22µm
_1877_,16.2µm
_0363_,16.18µm
_0839_,16.18µm
_2269_,16.18µm
net400,16.18µm
_0068_,16.175µm
_1365_,16.165µm
_0005_,16.16µm
_0200_,16.16µm
_0838_,16.16µm
_1096_,16.16µm
_1229_,16.14µm
_1330_,16.14µm
_1599_,16.14µm
_2330_,16.14µm
_1693_,16.12µm
_0716_,16.1µm
_1056_,16.1µm
_2260_,16.1µm
_2786_,16.08µm
_0343_,16.07µm
_0289_,16.06µm
_0308_,16.06µm
_1592_,16.06µm
_2507_,16.04µm
_1458_,16.02µm
_3468_,16.02µm
_0246_,16µm
_0473_,16µm
_1031_,16µm
_1377_,16µm
B[18],16µm
_0689_,15.98µm
_3344_,15.98µm
net631,15.98µm
B[24],15.97µm
_2466_,15.96µm
_1296_,15.9µm
_1858_,15.9µm
_2959_,15.9µm
_0961_,15.88µm
_0111_,15.86µm
_1077_,15.86µm
_1103_,15.86µm
_3448_,15.86µm
_0832_,15.84µm
_3016_,15.84µm
A[14],15.84µm
_0338_,15.82µm
_0488_,15.82µm
_1099_,15.82µm
_2933_,15.82µm
_1048_,15.8µm
_3017_,15.8µm
net736,15.8µm
_0265_,15.79µm
_3123_,15.78µm
_1342_,15.76µm
_1616_,15.74µm
result[13],15.73µm
_0617_,15.72µm
_1626_,15.7µm
_1472_,15.695µm
_1615_,15.69µm
_1141_,15.68µm
_1350_,15.68µm
_2324_,15.68µm
_0047_,15.67µm
_0037_,15.64µm
_0166_,15.64µm
_2868_,15.64µm
_0008_,15.63µm
_1147_,15.6µm
_2354_,15.6µm
_2950_,15.6µm
_3278_,15.6µm
_3329_,15.58µm
_1083_,15.57µm
_1422_,15.56µm
_2603_,15.56µm
_1026_,15.54µm
_3402_,15.54µm
_0118_,15.52µm
_1681_,15.52µm
_0085_,15.48µm
_0273_,15.48µm
_1240_,15.48µm
_3045_,15.46µm
_0101_,15.44µm
_3360_,15.44µm
_0262_,15.4µm
_1065_,15.4µm
_2056_,15.4µm
net539,15.4µm
_1851_,15.395µm
_0984_,15.36µm
_1281_,15.36µm
_2539_,15.36µm
_1170_,15.34µm
_1299_,15.34µm
_1647_,15.32µm
carry,15.32µm
_2855_,15.3µm
net680,15.29µm
_0865_,15.28µm
_1277_,15.26µm
_1311_,15.26µm
_3143_,15.26µm
_0818_,15.25µm
_0109_,15.24µm
_2924_,15.24µm
_0276_,15.22µm
_1443_,15.22µm
_1817_,15.22µm
net264,15.22µm
_1701_,15.2µm
result[7],15.2µm
_0110_,15.19µm
_0176_,15.18µm
_1801_,15.14µm
_1997_,15.14µm
_0959_,15.135µm
_2344_,15.12µm
_2022_,15.1µm
_0242_,15.06µm
_0938_,15.06µm
_3253_,15.06µm
_1221_,15.04µm
_2026_,15.04µm
_1021_,15.02µm
_1366_,15.02µm
_3091_,15.02µm
_3382_,15µm
_3447_,15µm
_0320_,14.98µm
_1622_,14.98µm
_3454_,14.98µm
_2672_,14.96µm
B[11],14.96µm
_0945_,14.94µm
_0764_,14.92µm
_1129_,14.92µm
_1554_,14.92µm
_0748_,14.9µm
_1168_,14.9µm
_3284_,14.9µm
net199,14.9µm
_0341_,14.86µm
_0379_,14.86µm
_3341_,14.86µm
result[5],14.86µm
_0641_,14.82µm
_0992_,14.82µm
_1457_,14.8µm
_3024_,14.8µm
_3324_,14.8µm
_3481_,14.8µm
net667,14.8µm
_0589_,14.78µm
_2627_,14.78µm
_2673_,14.765µm
_0916_,14.76µm
_2241_,14.76µm
_2556_,14.76µm
_2862_,14.76µm
_2951_,14.76µm
_0631_,14.74µm
_1271_,14.72µm
_1655_,14.72µm
_2491_,14.72µm
_3117_,14.72µm
_3273_,14.72µm
_0606_,14.7µm
_2044_,14.7µm
_2246_,14.7µm
_3393_,14.69µm
_0960_,14.68µm
_1188_,14.68µm
_1193_,14.68µm
_1598_,14.68µm
_0644_,14.66µm
_2248_,14.66µm
_2255_,14.66µm
_0806_,14.64µm
_1803_,14.64µm
_1002_,14.62µm
B[12],14.62µm
B[14],14.62µm
_1935_,14.58µm
_2135_,14.58µm
_1118_,14.56µm
_2284_,14.56µm
_2898_,14.56µm
_1710_,14.54µm
_1055_,14.5µm
A[30],14.5µm
B[27],14.5µm
B[28],14.5µm
B[30],14.5µm
B[31],14.5µm
_0546_,14.49µm
_0340_,14.48µm
_2745_,14.48µm
_3465_,14.48µm
_3300_,14.47µm
_1749_,14.46µm
_3271_,14.46µm
_1731_,14.445µm
_0030_,14.44µm
_0886_,14.43µm
_0741_,14.4µm
_1156_,14.4µm
_3249_,14.38µm
_3251_,14.37µm
_0885_,14.36µm
_1178_,14.36µm
_1683_,14.36µm
_0981_,14.34µm
_1079_,14.34µm
_2174_,14.34µm
_2865_,14.34µm
_2356_,14.32µm
_2983_,14.32µm
_0390_,14.3µm
_1502_,14.3µm
_1614_,14.28µm
net85,14.28µm
_0415_,14.26µm
_2690_,14.26µm
_3232_,14.26µm
_3309_,14.26µm
_3314_,14.26µm
_2946_,14.24µm
_1087_,14.22µm
_3216_,14.22µm
_1874_,14.18µm
_2534_,14.18µm
_3159_,14.18µm
_3224_,14.18µm
_1230_,14.155µm
_0901_,14.14µm
_1015_,14.14µm
_0397_,14.1µm
_1894_,14.1µm
_3259_,14.1µm
_0585_,14.085µm
_3165_,14.08µm
_2075_,14.06µm
_3299_,14.06µm
_3292_,14.04µm
_1957_,14.02µm
_2012_,14.02µm
_0656_,14µm
_0223_,13.98µm
_0771_,13.98µm
_2825_,13.98µm
_1584_,13.96µm
_2550_,13.96µm
_3435_,13.96µm
_0955_,13.94µm
result[17],13.94µm
_0922_,13.92µm
_1685_,13.92µm
_3386_,13.9µm
_3473_,13.9µm
_0520_,13.88µm
_1886_,13.88µm
_2163_,13.86µm
_0791_,13.84µm
_0866_,13.84µm
_1045_,13.84µm
_1270_,13.84µm
_1955_,13.84µm
_2294_,13.84µm
_2931_,13.84µm
_3225_,13.84µm
A[13],13.82µm
result[9],13.82µm
_3412_,13.815µm
_0333_,13.8µm
_0766_,13.8µm
_0821_,13.8µm
_2193_,13.8µm
_3347_,13.8µm
_3453_,13.8µm
_0311_,13.78µm
_0423_,13.78µm
A[9],13.77µm
_0904_,13.76µm
_3199_,13.76µm
_3293_,13.76µm
result[24],13.75µm
_0623_,13.72µm
_1113_,13.72µm
_2541_,13.72µm
_3307_,13.72µm
_1244_,13.71µm
_0681_,13.7µm
_0777_,13.7µm
_1115_,13.7µm
_3442_,13.7µm
_0805_,13.69µm
_1703_,13.69µm
_0096_,13.68µm
_0888_,13.68µm
_2400_,13.68µm
_2519_,13.68µm
net675,13.68µm
_0387_,13.64µm
_0890_,13.64µm
_1085_,13.64µm
_2100_,13.64µm
_0715_,13.62µm
_0752_,13.62µm
_1689_,13.62µm
_1811_,13.62µm
_0918_,13.6µm
_1696_,13.6µm
_1743_,13.6µm
_2084_,13.6µm
_2748_,13.6µm
_0158_,13.58µm
_1338_,13.58µm
_2137_,13.58µm
_3369_,13.56µm
_0129_,13.54µm
_3340_,13.54µm
net694,13.54µm
net850,13.54µm
_0643_,13.52µm
_2249_,13.52µm
_0264_,13.5µm
_0339_,13.5µm
net737,13.5µm
_0612_,13.48µm
_0835_,13.48µm
_1024_,13.48µm
_1110_,13.48µm
_1199_,13.48µm
_2016_,13.48µm
_3235_,13.48µm
_0624_,13.46µm
_2374_,13.46µm
_0958_,13.44µm
_0989_,13.44µm
_1918_,13.44µm
_0869_,13.43µm
_0418_,13.42µm
_3419_,13.42µm
net421,13.42µm
_1980_,13.4µm
_1058_,13.38µm
_2575_,13.38µm
_1911_,13.36µm
_2847_,13.36µm
B[13],13.36µm
_1017_,13.34µm
_1135_,13.34µm
_1942_,13.32µm
_3081_,13.32µm
_1275_,13.3µm
_1435_,13.3µm
_2034_,13.3µm
_0807_,13.28µm
_0626_,13.26µm
_1433_,13.26µm
net174,13.26µm
_0642_,13.24µm
_1591_,13.22µm
_2631_,13.22µm
_0661_,13.2µm
_1364_,13.2µm
_2648_,13.18µm
_3206_,13.18µm
_0759_,13.14µm
_3437_,13.14µm
_0475_,13.135µm
_0349_,13.12µm
_1361_,13.1µm
_1609_,13.1µm
_2416_,13.1µm
_2607_,13.1µm
net704,13.1µm
_2599_,13.09µm
_0621_,13.08µm
_1542_,13.08µm
_2238_,13.08µm
_2492_,13.08µm
_3137_,13.08µm
_3139_,13.08µm
_3371_,13.08µm
_0099_,13.06µm
_0163_,13.06µm
_0948_,13.06µm
_1291_,13.04µm
_1380_,13.04µm
_1697_,13.04µm
_2372_,13.04µm
_3407_,13.02µm
result[3],13.02µm
result[11],13.01µm
_0884_,13µm
_1206_,13µm
_1403_,13µm
_2020_,13µm
net515,13µm
_0620_,12.98µm
net724,12.98µm
_0342_,12.96µm
_1558_,12.96µm
_2560_,12.96µm
_2904_,12.96µm
_0177_,12.94µm
_0841_,12.94µm
_1120_,12.94µm
_2066_,12.94µm
_2352_,12.94µm
_1059_,12.92µm
_2036_,12.92µm
_0856_,12.91µm
_0781_,12.9µm
_0233_,12.88µm
_0912_,12.88µm
_1384_,12.88µm
_3268_,12.88µm
_0485_,12.84µm
_0800_,12.84µm
_2913_,12.84µm
_3120_,12.84µm
_0541_,12.8µm
_0625_,12.8µm
_2878_,12.8µm
_2883_,12.8µm
net109,12.8µm
_1393_,12.78µm
_3035_,12.78µm
_0199_,12.76µm
_1337_,12.76µm
_1550_,12.76µm
_2843_,12.76µm
_3001_,12.76µm
_3311_,12.76µm
_1069_,12.74µm
net479,12.74µm
_0441_,12.72µm
_2114_,12.72µm
_3209_,12.72µm
_3480_,12.72µm
_1117_,12.7µm
_1404_,12.7µm
_1883_,12.7µm
_3351_,12.7µm
_1695_,12.68µm
_3397_,12.68µm
_1306_,12.66µm
_2083_,12.66µm
_3033_,12.66µm
_3391_,12.66µm
_1702_,12.64µm
_2558_,12.64µm
_3270_,12.64µm
_1471_,12.62µm
_1974_,12.61µm
_0367_,12.6µm
_2304_,12.6µm
_3254_,12.58µm
_3436_,12.58µm
_0049_,12.57µm
_0332_,12.56µm
_1020_,12.56µm
_0313_,12.54µm
_1162_,12.54µm
_1389_,12.54µm
_1535_,12.54µm
_1608_,12.54µm
_1729_,12.54µm
_1745_,12.54µm
_0206_,12.52µm
_3413_,12.52µm
_0575_,12.51µm
_0053_,12.5µm
_2167_,12.5µm
_3031_,12.48µm
_0281_,12.46µm
_0846_,12.46µm
_1705_,12.46µm
_0403_,12.44µm
_1187_,12.44µm
A[16],12.44µm
net638,12.43µm
_0015_,12.42µm
_1236_,12.42µm
_1387_,12.42µm
_1410_,12.42µm
_2667_,12.42µm
_3467_,12.42µm
net600,12.42µm
_1760_,12.4µm
_0679_,12.39µm
_0279_,12.38µm
_0868_,12.38µm
_0936_,12.38µm
_0954_,12.38µm
_1000_,12.38µm
_1126_,12.38µm
_1663_,12.38µm
_2065_,12.38µm
_0020_,12.36µm
_0181_,12.36µm
_0042_,12.355µm
_2902_,12.355µm
_3039_,12.34µm
_3242_,12.34µm
_3321_,12.34µm
_0261_,12.32µm
_0632_,12.32µm
_3069_,12.32µm
A[15],12.32µm
B[17],12.32µm
_0664_,12.3µm
_0671_,12.3µm
_1146_,12.3µm
_1456_,12.3µm
_1923_,12.3µm
_2367_,12.3µm
_0779_,12.26µm
_1305_,12.26µm
_0736_,12.24µm
_1873_,12.24µm
_2771_,12.24µm
_2849_,12.24µm
_2859_,12.24µm
net151,12.24µm
A[19],12.23µm
A[23],12.23µm
B[23],12.23µm
_1517_,12.22µm
_2838_,12.22µm
_3164_,12.22µm
_0335_,12.2µm
_1405_,12.2µm
_3285_,12.2µm
net750,12.2µm
_0323_,12.18µm
_2787_,12.18µm
_0108_,12.16µm
_0318_,12.16µm
_2621_,12.16µm
_0567_,12.14µm
_1317_,12.125µm
_0027_,12.12µm
_0406_,12.12µm
_0578_,12.12µm
_1267_,12.12µm
_1406_,12.12µm
_0477_,12.1µm
_0773_,12.1µm
_3051_,12.1µm
_0253_,12.08µm
_0266_,12.08µm
_0708_,12.08µm
_1438_,12.08µm
_3064_,12.08µm
net701,12.08µm
_3304_,12.075µm
_1313_,12.06µm
_1105_,12.04µm
_1675_,12.04µm
_2220_,12.04µm
_2309_,12.04µm
_2660_,12.04µm
_2665_,12.04µm
_3055_,12.04µm
_0410_,12.02µm
_1304_,12.02µm
_1795_,12.02µm
_3222_,12.02µm
_0925_,12µm
_2287_,12µm
_2375_,12µm
_0842_,11.98µm
_1927_,11.98µm
A[10],11.98µm
B[16],11.98µm
_0481_,11.97µm
_0082_,11.96µm
_0581_,11.96µm
B[5],11.95µm
_0451_,11.94µm
_3162_,11.94µm
_0604_,11.92µm
_2871_,11.92µm
_3054_,11.92µm
_1730_,11.9µm
_0225_,11.89µm
_2532_,11.885µm
_0524_,11.88µm
_0695_,11.88µm
_3405_,11.88µm
net427,11.88µm
_0138_,11.86µm
_0694_,11.86µm
A[17],11.86µm
_2234_,11.845µm
_0148_,11.84µm
_0666_,11.84µm
_0709_,11.84µm
_1514_,11.84µm
_2760_,11.84µm
_3127_,11.84µm
net105,11.84µm
net223,11.82µm
_0344_,11.8µm
_0796_,11.8µm
_0881_,11.8µm
_1370_,11.8µm
_1525_,11.8µm
_2403_,11.8µm
_2897_,11.8µm
_0251_,11.78µm
_0619_,11.78µm
_0635_,11.78µm
_0788_,11.78µm
_1219_,11.78µm
_1767_,11.78µm
_0146_,11.76µm
_0590_,11.76µm
_0601_,11.76µm
_0618_,11.76µm
_0803_,11.76µm
_1290_,11.76µm
_3246_,11.76µm
_0819_,11.74µm
_1484_,11.74µm
_3148_,11.74µm
_3230_,11.74µm
_0207_,11.72µm
_3097_,11.72µm
_3472_,11.72µm
_0309_,11.7µm
_0817_,11.7µm
_1121_,11.7µm
_0142_,11.68µm
_3003_,11.68µm
_0587_,11.66µm
_0727_,11.66µm
_1089_,11.66µm
_1601_,11.66µm
_2573_,11.66µm
_3130_,11.66µm
_2896_,11.64µm
_3227_,11.64µm
_1283_,11.62µm
_3109_,11.62µm
net188,11.62µm
_1203_,11.6µm
_3186_,11.6µm
_0347_,11.58µm
_0476_,11.58µm
_1823_,11.58µm
_1965_,11.58µm
_2795_,11.58µm
_2923_,11.58µm
_0411_,11.56µm
_0530_,11.54µm
_2184_,11.54µm
_1165_,11.535µm
_0685_,11.52µm
_0767_,11.52µm
_1977_,11.52µm
_1347_,11.5µm
_1839_,11.5µm
_0417_,11.48µm
_2296_,11.48µm
_0861_,11.46µm
_1794_,11.46µm
_3122_,11.46µm
_0214_,11.42µm
_0373_,11.42µm
_1211_,11.42µm
_1594_,11.42µm
_1932_,11.42µm
_2335_,11.42µm
_2835_,11.42µm
_2027_,11.4µm
net461,11.4µm
_3255_,11.385µm
_1943_,11.38µm
_2909_,11.38µm
_3291_,11.38µm
_0319_,11.36µm
_2565_,11.36µm
_0011_,11.34µm
_3156_,11.34µm
_1186_,11.32µm
_3006_,11.32µm
_3226_,11.315µm
_1529_,11.3µm
_1566_,11.3µm
result[16],11.29µm
_2009_,11.28µm
_2680_,11.28µm
_0425_,11.26µm
_1474_,11.26µm
_1748_,11.26µm
_0046_,11.24µm
_1125_,11.22µm
_1799_,11.22µm
_3256_,11.22µm
_1643_,11.21µm
_0949_,11.2µm
_0987_,11.2µm
_1561_,11.2µm
_2023_,11.2µm
_2121_,11.2µm
_2162_,11.2µm
_3308_,11.2µm
_2388_,11.18µm
_2919_,11.18µm
net763,11.18µm
_2661_,11.17µm
_0970_,11.16µm
_1232_,11.16µm
_1363_,11.16µm
_2594_,11.16µm
_2687_,11.16µm
_2952_,11.16µm
_3353_,11.16µm
_3410_,11.16µm
_1414_,11.14µm
_1475_,11.14µm
_2030_,11.14µm
_0487_,11.12µm
_1205_,11.12µm
_1332_,11.12µm
_2228_,11.12µm
_2800_,11.12µm
_0345_,11.1µm
_3404_,11.1µm
_3476_,11.1µm
_0054_,11.08µm
_0055_,11.08µm
_0160_,11.08µm
_0366_,11.08µm
_0743_,11.08µm
_0755_,11.08µm
_1014_,11.08µm
_1250_,11.08µm
_3029_,11.08µm
A[8],11.05µm
_2688_,11.04µm
