Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_99_521,VGND,li1,245.8700,282.8800,0.000306
FILLER_99_505,VGND,li1,238.5100,282.8800,0.000298
FILLER_99_479,VGND,li1,226.3200,282.8800,0.000281
FILLER_99_476,VGND,li1,225.1700,282.8800,0.000281
FILLER_99_473,VGND,li1,223.7900,282.8800,0.000278
FILLER_99_470,VGND,li1,222.4100,282.8800,0.000278
FILLER_99_467,VGND,li1,221.0300,282.8800,0.000274
FILLER_99_464,VGND,li1,219.6500,282.8800,0.000274
FILLER_99_461,VGND,li1,218.2700,282.8800,0.000270
FILLER_99_458,VGND,li1,216.8900,282.8800,0.000270
FILLER_99_455,VGND,li1,215.5100,282.8800,0.000265
FILLER_99_452,VGND,li1,214.1300,282.8800,0.000265
FILLER_99_449,VGND,li1,212.7500,282.8800,0.000261
FILLER_99_447,VGND,li1,211.3700,282.8800,0.000261
FILLER_99_444,VGND,li1,210.4500,282.8800,0.000258
FILLER_99_441,VGND,li1,209.0700,282.8800,0.000258
FILLER_99_408,VGND,li1,193.4300,282.8800,0.000224
FILLER_99_405,VGND,li1,192.5100,282.8800,0.000224
FILLER_99_402,VGND,li1,191.1300,282.8800,0.000217
FILLER_99_399,VGND,li1,189.7500,282.8800,0.000217
FILLER_99_396,VGND,li1,188.3700,282.8800,0.000210
FILLER_99_393,VGND,li1,186.9900,282.8800,0.000210
FILLER_99_389,VGND,li1,185.1500,282.8800,0.000205
FILLER_99_358,VGND,li1,170.4300,282.8800,0.000223
FILLER_99_355,VGND,li1,169.5100,282.8800,0.000223
FILLER_99_352,VGND,li1,168.1300,282.8800,0.000227
FILLER_99_349,VGND,li1,166.7500,282.8800,0.000227
FILLER_99_346,VGND,li1,165.3700,282.8800,0.000230
FILLER_99_337,VGND,li1,160.7700,282.8800,0.000238
FILLER_99_324,VGND,li1,155.0200,282.8800,0.000245
FILLER_99_321,VGND,li1,153.8700,282.8800,0.000248
FILLER_99_318,VGND,li1,152.4900,282.8800,0.000248
FILLER_99_315,VGND,li1,151.1100,282.8800,0.000252
FILLER_99_312,VGND,li1,149.7300,282.8800,0.000252
FILLER_99_309,VGND,li1,148.3500,282.8800,0.000255
FILLER_99_306,VGND,li1,146.9700,282.8800,0.000255
FILLER_99_303,VGND,li1,145.5900,282.8800,0.000257
FILLER_99_300,VGND,li1,144.2100,282.8800,0.000260
FILLER_99_297,VGND,li1,142.8300,282.8800,0.000260
FILLER_99_284,VGND,li1,136.3900,282.8800,0.000268
FILLER_99_281,VGND,li1,135.4700,282.8800,0.000268
FILLER_99_277,VGND,li1,133.6300,282.8800,0.000270
FILLER_99_274,VGND,li1,132.2500,282.8800,0.000272
FILLER_99_271,VGND,li1,130.8700,282.8800,0.000272
FILLER_99_268,VGND,li1,129.4900,282.8800,0.000275
FILLER_99_265,VGND,li1,128.1100,282.8800,0.000275
FILLER_99_262,VGND,li1,126.7300,282.8800,0.000277
FILLER_99_259,VGND,li1,125.3500,282.8800,0.000277
FILLER_99_256,VGND,li1,123.9700,282.8800,0.000279
FILLER_99_253,VGND,li1,122.5900,282.8800,0.000279
FILLER_99_250,VGND,li1,121.2100,282.8800,0.000281
FILLER_99_245,VGND,li1,118.4500,282.8800,0.000283
FILLER_99_234,VGND,li1,113.8500,282.8800,0.000287
FILLER_99_231,VGND,li1,112.4700,282.8800,0.000288
FILLER_99_228,VGND,li1,111.0900,282.8800,0.000288
FILLER_99_225,VGND,li1,109.7100,282.8800,0.000289
FILLER_99_223,VGND,li1,108.3300,282.8800,0.000289
FILLER_99_207,VGND,li1,101.2000,282.8800,0.000291
FILLER_99_178,VGND,li1,88.0900,282.8800,0.000288
FILLER_99_166,VGND,li1,82.3400,282.8800,0.000281
FILLER_99_128,VGND,li1,64.8600,282.8800,0.000245
FILLER_99_125,VGND,li1,63.7100,282.8800,0.000245
FILLER_99_113,VGND,li1,57.9600,282.8800,0.000226
FILLER_99_111,VGND,li1,56.8100,282.8800,0.000219
FILLER_99_108,VGND,li1,55.8900,282.8800,0.000219
FILLER_99_103,VGND,li1,53.1300,282.8800,0.000209
FILLER_99_100,VGND,li1,52.2100,282.8800,0.000198
FILLER_99_97,VGND,li1,50.8300,282.8800,0.000198
FILLER_99_94,VGND,li1,49.4500,282.8800,0.000186
FILLER_99_91,VGND,li1,48.0700,282.8800,0.000186
FILLER_99_88,VGND,li1,46.6900,282.8800,0.000173
FILLER_99_85,VGND,li1,45.3100,282.8800,0.000173
FILLER_99_71,VGND,li1,38.8700,282.8800,0.000144
FILLER_99_61,VGND,li1,33.8100,282.8800,0.000113
FILLER_99_50,VGND,li1,28.9800,282.8800,0.000094
FILLER_99_47,VGND,li1,27.8300,282.8800,0.000081
FILLER_99_44,VGND,li1,26.4500,282.8800,0.000081
FILLER_99_36,VGND,li1,22.5400,282.8800,0.000072
FILLER_99_10,VGND,li1,10.3500,282.8800,0.000083
FILLER_99_3,VGND,li1,7.1300,282.8800,0.000083
FILLER_98_595,VGND,li1,279.9100,277.4400,0.000371
FILLER_98_592,VGND,li1,278.5300,277.4400,0.000371
FILLER_98_589,VGND,li1,277.1500,277.4400,0.000371
FILLER_98_586,VGND,li1,275.5400,277.4400,0.000371
FILLER_98_583,VGND,li1,274.3900,277.4400,0.000371
FILLER_98_580,VGND,li1,273.0100,277.4400,0.000371
FILLER_98_577,VGND,li1,271.6300,277.4400,0.000371
FILLER_98_557,VGND,li1,261.9700,277.4400,0.000366
FILLER_98_554,VGND,li1,261.0500,277.4400,0.000365
FILLER_98_551,VGND,li1,259.6700,277.4400,0.000363
FILLER_98_480,VGND,li1,226.5500,277.4400,0.000297
FILLER_98_477,VGND,li1,225.6300,277.4400,0.000291
FILLER_98_470,VGND,li1,221.9500,277.4400,0.000283
FILLER_98_467,VGND,li1,221.0300,277.4400,0.000276
FILLER_98_464,VGND,li1,219.6500,277.4400,0.000276
FILLER_98_456,VGND,li1,215.9700,277.4400,0.000264
FILLER_98_453,VGND,li1,214.5900,277.4400,0.000257
FILLER_98_450,VGND,li1,213.2100,277.4400,0.000251
FILLER_98_447,VGND,li1,211.8300,277.4400,0.000251
FILLER_98_444,VGND,li1,210.4500,277.4400,0.000245
FILLER_98_429,VGND,li1,203.5500,277.4400,0.000223
FILLER_98_418,VGND,li1,198.2600,277.4400,0.000203
FILLER_98_410,VGND,li1,194.8100,277.4400,0.000186
FILLER_98_403,VGND,li1,191.3600,277.4400,0.000177
FILLER_98_400,VGND,li1,190.2100,277.4400,0.000170
FILLER_98_384,VGND,li1,182.6200,277.4400,0.000141
FILLER_98_365,VGND,li1,173.6500,277.4400,0.000147
FILLER_98_357,VGND,li1,170.2000,277.4400,0.000157
FILLER_98_343,VGND,li1,163.7600,277.4400,0.000174
FILLER_98_315,VGND,li1,151.1100,277.4400,0.000183
FILLER_98_312,VGND,li1,149.7300,277.4400,0.000184
FILLER_98_309,VGND,li1,148.3500,277.4400,0.000184
FILLER_98_306,VGND,li1,146.7400,277.4400,0.000186
FILLER_98_300,VGND,li1,143.7500,277.4400,0.000188
FILLER_98_297,VGND,li1,142.8300,277.4400,0.000188
FILLER_98_294,VGND,li1,141.4500,277.4400,0.000189
FILLER_98_291,VGND,li1,140.0700,277.4400,0.000189
FILLER_98_288,VGND,li1,138.6900,277.4400,0.000191
FILLER_98_285,VGND,li1,137.3100,277.4400,0.000191
FILLER_98_277,VGND,li1,133.1700,277.4400,0.000193
FILLER_98_274,VGND,li1,132.2500,277.4400,0.000193
FILLER_98_271,VGND,li1,130.8700,277.4400,0.000194
FILLER_98_268,VGND,li1,129.4900,277.4400,0.000195
FILLER_98_265,VGND,li1,128.1100,277.4400,0.000195
FILLER_98_262,VGND,li1,126.7300,277.4400,0.000196
FILLER_98_259,VGND,li1,125.3500,277.4400,0.000196
FILLER_98_237,VGND,li1,115.0000,277.4400,0.000197
FILLER_98_230,VGND,li1,111.5500,277.4400,0.000197
FILLER_98_227,VGND,li1,110.6300,277.4400,0.000197
FILLER_98_172,VGND,li1,85.3300,277.4400,0.000178
FILLER_98_144,VGND,li1,71.9900,277.4400,0.000160
FILLER_98_141,VGND,li1,71.0700,277.4400,0.000157
FILLER_98_123,VGND,li1,62.3300,277.4400,0.000141
FILLER_98_120,VGND,li1,61.4100,277.4400,0.000141
FILLER_98_85,VGND,li1,45.0800,277.4400,0.000103
FILLER_98_83,VGND,li1,43.9300,277.4400,0.000098
FILLER_98_68,VGND,li1,37.2600,277.4400,0.000080
FILLER_98_65,VGND,li1,36.1100,277.4400,0.000080
FILLER_98_54,VGND,li1,31.0500,277.4400,0.000064
FILLER_98_29,VGND,li1,19.0900,277.4400,0.000050
FILLER_98_27,VGND,li1,18.1700,277.4400,0.000050
FILLER_98_17,VGND,li1,13.8000,277.4400,0.000053
FILLER_98_3,VGND,li1,7.3600,277.4400,0.000055
FILLER_97_596,VGND,li1,280.1400,277.4400,0.000371
FILLER_97_574,VGND,li1,269.7900,277.4400,0.000371
FILLER_97_538,VGND,li1,253.4600,277.4400,0.000356
FILLER_97_503,VGND,li1,237.1300,277.4400,0.000326
FILLER_97_487,VGND,li1,230.2300,277.4400,0.000306
FILLER_97_473,VGND,li1,223.3300,277.4400,0.000283
FILLER_97_466,VGND,li1,220.3400,277.4400,0.000276
FILLER_97_452,VGND,li1,213.6700,277.4400,0.000257
FILLER_97_449,VGND,li1,212.7500,277.4400,0.000251
FILLER_97_446,VGND,li1,211.1400,277.4400,0.000245
FILLER_97_443,VGND,li1,209.9900,277.4400,0.000245
FILLER_97_428,VGND,li1,202.6300,277.4400,0.000214
FILLER_97_425,VGND,li1,201.7100,277.4400,0.000214
FILLER_97_418,VGND,li1,198.0300,277.4400,0.000203
FILLER_97_415,VGND,li1,197.1100,277.4400,0.000194
FILLER_97_412,VGND,li1,195.7300,277.4400,0.000194
FILLER_97_399,VGND,li1,189.5200,277.4400,0.000170
FILLER_97_396,VGND,li1,188.3700,277.4400,0.000159
FILLER_97_393,VGND,li1,186.9900,277.4400,0.000159
FILLER_97_390,VGND,li1,185.3800,277.4400,0.000152
FILLER_97_387,VGND,li1,184.2300,277.4400,0.000141
FILLER_97_349,VGND,li1,166.2900,277.4400,0.000168
FILLER_97_335,VGND,li1,159.8500,277.4400,0.000178
FILLER_97_332,VGND,li1,158.9300,277.4400,0.000178
FILLER_97_317,VGND,li1,151.5700,277.4400,0.000183
FILLER_97_314,VGND,li1,150.6500,277.4400,0.000183
FILLER_97_311,VGND,li1,149.2700,277.4400,0.000184
FILLER_97_308,VGND,li1,147.8900,277.4400,0.000186
FILLER_97_305,VGND,li1,146.5100,277.4400,0.000186
FILLER_97_297,VGND,li1,142.8300,277.4400,0.000188
FILLER_97_294,VGND,li1,141.4500,277.4400,0.000189
FILLER_97_291,VGND,li1,140.0700,277.4400,0.000189
FILLER_97_281,VGND,li1,135.2400,277.4400,0.000192
FILLER_97_255,VGND,li1,123.2800,277.4400,0.000197
FILLER_97_252,VGND,li1,122.1300,277.4400,0.000197
FILLER_97_249,VGND,li1,120.7500,277.4400,0.000197
FILLER_97_238,VGND,li1,115.2300,277.4400,0.000197
FILLER_97_235,VGND,li1,114.3100,277.4400,0.000197
FILLER_97_232,VGND,li1,112.9300,277.4400,0.000197
FILLER_97_180,VGND,li1,88.5500,277.4400,0.000180
FILLER_97_177,VGND,li1,87.6300,277.4400,0.000180
FILLER_97_113,VGND,li1,58.1900,277.4400,0.000134
FILLER_97_98,VGND,li1,51.0600,277.4400,0.000120
FILLER_97_57,VGND,li1,32.2000,277.4400,0.000064
FILLER_97_54,VGND,li1,30.8200,277.4400,0.000064
FILLER_97_9,VGND,li1,10.1200,277.4400,0.000054
FILLER_96_597,VGND,li1,280.3700,272.0000,0.000635
FILLER_96_577,VGND,li1,271.1700,272.0000,0.000633
FILLER_96_563,VGND,li1,264.7300,272.0000,0.000630
FILLER_96_554,VGND,li1,260.5900,272.0000,0.000626
FILLER_96_546,VGND,li1,256.9100,272.0000,0.000621
FILLER_96_507,VGND,li1,239.2000,272.0000,0.000553
FILLER_96_499,VGND,li1,235.5200,272.0000,0.000529
FILLER_96_480,VGND,li1,226.5500,272.0000,0.000487
FILLER_96_477,VGND,li1,225.6300,272.0000,0.000476
FILLER_96_475,VGND,li1,224.2500,272.0000,0.000476
FILLER_96_472,VGND,li1,223.3300,272.0000,0.000466
FILLER_96_469,VGND,li1,221.9500,272.0000,0.000455
FILLER_96_466,VGND,li1,220.5700,272.0000,0.000455
FILLER_96_463,VGND,li1,219.1900,272.0000,0.000442
FILLER_96_451,VGND,li1,213.6700,272.0000,0.000411
FILLER_96_448,VGND,li1,212.2900,272.0000,0.000401
FILLER_96_445,VGND,li1,210.9100,272.0000,0.000401
FILLER_96_430,VGND,li1,203.7800,272.0000,0.000337
FILLER_96_427,VGND,li1,202.6300,272.0000,0.000337
FILLER_96_421,VGND,li1,199.4100,272.0000,0.000315
FILLER_96_418,VGND,li1,198.2600,272.0000,0.000299
FILLER_96_404,VGND,li1,191.8200,272.0000,0.000244
FILLER_96_401,VGND,li1,190.6700,272.0000,0.000227
FILLER_96_398,VGND,li1,189.2900,272.0000,0.000227
FILLER_96_365,VGND,li1,173.6500,272.0000,0.000128
FILLER_96_363,VGND,li1,172.7300,272.0000,0.000128
FILLER_96_324,VGND,li1,155.2500,272.0000,0.000149
FILLER_96_321,VGND,li1,153.8700,272.0000,0.000152
FILLER_96_318,VGND,li1,152.4900,272.0000,0.000152
FILLER_96_315,VGND,li1,151.1100,272.0000,0.000154
FILLER_96_312,VGND,li1,149.7300,272.0000,0.000154
FILLER_96_309,VGND,li1,148.3500,272.0000,0.000156
FILLER_96_306,VGND,li1,146.7400,272.0000,0.000158
FILLER_96_303,VGND,li1,145.5900,272.0000,0.000158
FILLER_96_300,VGND,li1,144.2100,272.0000,0.000160
FILLER_96_297,VGND,li1,142.8300,272.0000,0.000160
FILLER_96_294,VGND,li1,141.4500,272.0000,0.000162
FILLER_96_291,VGND,li1,140.0700,272.0000,0.000164
FILLER_96_288,VGND,li1,138.6900,272.0000,0.000164
FILLER_96_276,VGND,li1,133.1700,272.0000,0.000168
FILLER_96_269,VGND,li1,129.4900,272.0000,0.000170
FILLER_96_249,VGND,li1,120.7500,272.0000,0.000173
FILLER_96_246,VGND,li1,119.3700,272.0000,0.000174
FILLER_96_243,VGND,li1,117.9900,272.0000,0.000174
FILLER_96_240,VGND,li1,116.6100,272.0000,0.000174
FILLER_96_237,VGND,li1,115.2300,272.0000,0.000174
FILLER_96_234,VGND,li1,113.8500,272.0000,0.000175
FILLER_96_231,VGND,li1,112.4700,272.0000,0.000175
FILLER_96_228,VGND,li1,111.0900,272.0000,0.000176
FILLER_96_205,VGND,li1,100.0500,272.0000,0.000176
FILLER_96_180,VGND,li1,88.7800,272.0000,0.000173
FILLER_96_95,VGND,li1,49.4500,272.0000,0.000110
FILLER_96_92,VGND,li1,48.5300,272.0000,0.000110
FILLER_96_73,VGND,li1,39.3300,272.0000,0.000087
FILLER_96_47,VGND,li1,27.6000,272.0000,0.000051
FILLER_96_27,VGND,li1,18.1700,272.0000,0.000047
FILLER_96_24,VGND,li1,17.2500,272.0000,0.000047
FILLER_95_595,VGND,li1,279.9100,272.0000,0.000635
FILLER_95_581,VGND,li1,273.0100,272.0000,0.000634
FILLER_95_578,VGND,li1,272.0900,272.0000,0.000633
FILLER_95_575,VGND,li1,270.7100,272.0000,0.000633
FILLER_95_561,VGND,li1,263.8100,272.0000,0.000628
FILLER_95_558,VGND,li1,262.6600,272.0000,0.000628
FILLER_95_550,VGND,li1,258.7500,272.0000,0.000624
FILLER_95_547,VGND,li1,257.8300,272.0000,0.000621
FILLER_95_544,VGND,li1,256.4500,272.0000,0.000621
FILLER_95_517,VGND,li1,243.5700,272.0000,0.000579
FILLER_95_508,VGND,li1,239.4300,272.0000,0.000553
FILLER_95_505,VGND,li1,238.5100,272.0000,0.000553
FILLER_95_501,VGND,li1,236.6700,272.0000,0.000544
FILLER_95_498,VGND,li1,235.2900,272.0000,0.000529
FILLER_95_495,VGND,li1,233.9100,272.0000,0.000529
FILLER_95_476,VGND,li1,224.7100,272.0000,0.000476
FILLER_95_473,VGND,li1,223.7900,272.0000,0.000466
FILLER_95_470,VGND,li1,222.4100,272.0000,0.000466
FILLER_95_467,VGND,li1,221.0300,272.0000,0.000455
FILLER_95_464,VGND,li1,219.6500,272.0000,0.000442
FILLER_95_461,VGND,li1,218.2700,272.0000,0.000442
FILLER_95_458,VGND,li1,216.8900,272.0000,0.000427
FILLER_95_455,VGND,li1,215.5100,272.0000,0.000427
FILLER_95_452,VGND,li1,214.1300,272.0000,0.000411
FILLER_95_449,VGND,li1,212.7500,272.0000,0.000411
FILLER_95_447,VGND,li1,211.3700,272.0000,0.000401
FILLER_95_444,VGND,li1,210.4500,272.0000,0.000390
FILLER_95_441,VGND,li1,209.0700,272.0000,0.000390
FILLER_95_438,VGND,li1,207.6900,272.0000,0.000379
FILLER_95_435,VGND,li1,206.3100,272.0000,0.000360
FILLER_95_432,VGND,li1,204.9300,272.0000,0.000360
FILLER_95_429,VGND,li1,203.5500,272.0000,0.000337
FILLER_95_426,VGND,li1,202.1700,272.0000,0.000337
FILLER_95_423,VGND,li1,200.7900,272.0000,0.000315
FILLER_95_419,VGND,li1,198.4900,272.0000,0.000299
FILLER_95_416,VGND,li1,197.5700,272.0000,0.000299
FILLER_95_405,VGND,li1,192.5100,272.0000,0.000244
FILLER_95_402,VGND,li1,191.1300,272.0000,0.000244
FILLER_95_399,VGND,li1,189.7500,272.0000,0.000227
FILLER_95_396,VGND,li1,188.3700,272.0000,0.000205
FILLER_95_393,VGND,li1,186.9900,272.0000,0.000205
FILLER_95_391,VGND,li1,185.6100,272.0000,0.000186
FILLER_95_388,VGND,li1,184.6900,272.0000,0.000186
FILLER_95_385,VGND,li1,183.3100,272.0000,0.000170
FILLER_95_376,VGND,li1,178.7100,272.0000,0.000119
FILLER_95_373,VGND,li1,177.7900,272.0000,0.000119
FILLER_95_364,VGND,li1,173.1900,272.0000,0.000128
FILLER_95_361,VGND,li1,172.2700,272.0000,0.000128
FILLER_95_337,VGND,li1,161.0000,272.0000,0.000144
FILLER_95_335,VGND,li1,159.8500,272.0000,0.000144
FILLER_95_332,VGND,li1,158.9300,272.0000,0.000147
FILLER_95_311,VGND,li1,149.0400,272.0000,0.000156
FILLER_95_305,VGND,li1,146.0500,272.0000,0.000158
FILLER_95_302,VGND,li1,145.1300,272.0000,0.000158
FILLER_95_299,VGND,li1,143.7500,272.0000,0.000160
FILLER_95_296,VGND,li1,142.3700,272.0000,0.000162
FILLER_95_293,VGND,li1,140.9900,272.0000,0.000162
FILLER_95_290,VGND,li1,139.6100,272.0000,0.000164
FILLER_95_278,VGND,li1,133.8600,272.0000,0.000168
FILLER_95_275,VGND,li1,132.7100,272.0000,0.000169
FILLER_95_272,VGND,li1,131.3300,272.0000,0.000169
FILLER_95_269,VGND,li1,129.9500,272.0000,0.000170
FILLER_95_266,VGND,li1,128.5700,272.0000,0.000170
FILLER_95_249,VGND,li1,120.7500,272.0000,0.000173
FILLER_95_246,VGND,li1,119.3700,272.0000,0.000174
FILLER_95_243,VGND,li1,117.9900,272.0000,0.000174
FILLER_95_240,VGND,li1,116.6100,272.0000,0.000174
FILLER_95_237,VGND,li1,115.2300,272.0000,0.000174
FILLER_95_234,VGND,li1,113.8500,272.0000,0.000175
FILLER_95_231,VGND,li1,112.4700,272.0000,0.000175
FILLER_95_228,VGND,li1,111.0900,272.0000,0.000176
FILLER_95_225,VGND,li1,109.7100,272.0000,0.000176
FILLER_95_221,VGND,li1,107.8700,272.0000,0.000176
FILLER_95_187,VGND,li1,91.7700,272.0000,0.000174
FILLER_95_174,VGND,li1,86.0200,272.0000,0.000171
FILLER_95_148,VGND,li1,73.8300,272.0000,0.000159
FILLER_95_130,VGND,li1,65.5500,272.0000,0.000147
FILLER_95_121,VGND,li1,61.6400,272.0000,0.000140
FILLER_95_81,VGND,li1,43.4700,272.0000,0.000094
