net,length_um
_0554_,7.36
_1212_,7.36
B[0],7.33
_0566_,7.33
_1936_,7.32
_2066_,7.3
_0302_,7.24
_0163_,7.2
_0263_,7.2
_0807_,7.2
_0053_,7.18
_0160_,7.18
_0799_,7.18
_1058_,7.18
_1105_,7.18
_1943_,7.18
_0379_,7.16
_0385_,7.14
_0437_,7.14
_0461_,7.14
_0833_,7.14
_0655_,7.12
_1258_,7.12
_1267_,7.12
result[12],7.11
result[22],7.11
_1488_,7.1
_1633_,7.1
_0932_,7.08
_0134_,7.06
_0623_,7.06
_1702_,7.06
_1259_,7.04
_1396_,6.98
_1829_,6.98
result[1],6.91
_0698_,6.9
_1132_,6.9
_0497_,6.86
_1265_,6.86
_1382_,6.86
_1857_,6.84
_0182_,6.82
_0466_,6.82
_1321_,6.82
B[21],6.79
_0348_,6.79
_0346_,6.78
net92,6.78
B[12],6.77
_0060_,6.76
_0076_,6.76
_0421_,6.76
_1134_,6.76
_0510_,6.74
_1383_,6.74
_0846_,6.72
_1413_,6.72
_1675_,6.72
_1158_,6.66
_0521_,6.655
_0260_,6.64
_0491_,6.64
_0249_,6.62
_0766_,6.62
_1080_,6.62
_1147_,6.62
_1770_,6.62
_0415_,6.6
_0702_,6.6
_0127_,6.58
_0856_,6.58
_1263_,6.58
result[6],6.57
_0776_,6.555
_0607_,6.52
_1372_,6.52
_0613_,6.5
result[20],6.43
result[7],6.43
_0287_,6.4
_0801_,6.31
rst_n,6.31
_0359_,6.3
_0365_,6.3
_0573_,6.3
_0704_,6.3
_0960_,6.3
_1126_,6.3
_1788_,6.3
_0460_,6.28
_0789_,6.26
_0172_,6.25
_1270_,6.24
result[11],6.23
zero,6.21
_0236_,6.2
_0706_,6.2
_0717_,6.2
_1197_,6.2
_0198_,6.18
_0558_,6.18
_1739_,6.18
_0351_,6.16
_0670_,6.16
_0612_,6.14
_0907_,6.14
_1256_,6.14
_1655_,6.14
_1897_,6.14
A[16],6.09
opcode[2],6.09
_0344_,6.06
_1356_,6.06
_0120_,6.04
_0286_,6.04
_1975_,6.04
_1389_,6.02
valid_in,5.97
_0244_,5.96
_1402_,5.89
_0728_,5.86
_0744_,5.86
_2062_,5.86
_0139_,5.84
_0424_,5.84
_0839_,5.84
_1727_,5.84
_0057_,5.8
_0081_,5.8
_0882_,5.8
_0971_,5.8
_0985_,5.8
_1244_,5.8
_1260_,5.8
_1262_,5.8
_0834_,5.79
_0100_,5.78
result[0],5.75
result[17],5.75
result[24],5.75
result[4],5.75
result[8],5.75
result[9],5.75
_0634_,5.74
_1065_,5.74
_1196_,5.74
_1827_,5.74
_0629_,5.72
_0752_,5.72
_0868_,5.72
_1204_,5.72
_0495_,5.7
_0112_,5.68
_0299_,5.68
_0701_,5.68
_1816_,5.68
net87,5.68
net107,5.68
B[16],5.63
_1066_,5.62
_2045_,5.62
_0204_,5.6
_0246_,5.6
_1141_,5.6
valid_out,5.53
_0512_,5.52
_0102_,5.5
_0954_,5.5
_1005_,5.5
_1273_,5.48
_1872_,5.48
_0944_,5.46
_1710_,5.46
_1714_,5.46
_1754_,5.46
_0924_,5.42
A[19],5.41
_0283_,5.4
_0285_,5.4
_0463_,5.4
_1057_,5.4
_0175_,5.38
_0885_,5.38
_0957_,5.38
_0959_,5.38
_0962_,5.38
_1094_,5.36
_0996_,5.34
_1039_,5.34
_1046_,5.34
net125,5.34
_0934_,5.3
B[14],5.29
_1115_,5.28
_1194_,5.28
_0095_,5.26
_0234_,5.26
_0741_,5.26
_0780_,5.26
_0916_,5.26
_1278_,5.26
_1380_,5.26
_1010_,5.24
_0026_,5.22
_0341_,5.22
_0469_,5.22
_1249_,5.22
_1250_,5.22
_1911_,5.22
_2018_,5.22
net72,5.22
_0838_,5.21
_0043_,5.16
_0063_,5.16
_0158_,5.16
_1100_,5.16
_0561_,5.14
_0526_,5.12
_1004_,5.12
_1174_,5.12
result[13],5.07
result[18],5.07
result[21],5.07
result[25],5.07
result[2],5.07
_1170_,5.06
_0109_,5.045
_0232_,5.04
_1358_,5.04
_1016_,5.02
B[15],4.95
_0524_,4.94
_0572_,4.94
_0880_,4.94
_1640_,4.94
_0000_,4.92
_0179_,4.92
_0214_,4.92
_0777_,4.92
_0910_,4.92
_1223_,4.92
_1275_,4.92
_1406_,4.92
_2063_,4.92
_1183_,4.9
_0318_,4.88
_0587_,4.88
_0269_,4.82
_1219_,4.82
_0124_,4.8
_0144_,4.8
_0257_,4.8
_0519_,4.8
_0733_,4.8
_0767_,4.8
_0835_,4.8
_0876_,4.8
_1271_,4.8
_1637_,4.8
_0289_,4.78
_0352_,4.78
_0873_,4.76
_1205_,4.76
_2008_,4.76
A[18],4.73
result[10],4.73
result[3],4.73
_0667_,4.7
_1203_,4.7
_1747_,4.7
_0483_,4.66
_0787_,4.655
B[18],4.61
_1107_,4.6
_1161_,4.6
_1233_,4.6
_0011_,4.58
_0537_,4.58
net70,4.58
_1186_,4.54
_0279_,4.53
_1855_,4.48
_0226_,4.46
_0228_,4.46
_0321_,4.46
_0442_,4.46
_0493_,4.46
_0977_,4.46
_1028_,4.46
_1030_,4.46
_1042_,4.46
_1758_,4.46
_1790_,4.46
_2052_,4.46
_1236_,4.44
_0019_,4.42
_0410_,4.42
_0504_,4.42
_0699_,4.42
_1963_,4.42
_0155_,4.41
A[17],4.39
result[14],4.39
result[16],4.39
result[19],4.39
result[23],4.39
result[26],4.39
result[27],4.39
_0663_,4.385
_0240_,4.36
_0614_,4.36
_1085_,4.36
_1091_,4.36
_1650_,4.36
_1780_,4.36
_0350_,4.34
_0920_,4.34
_0988_,4.34
_1887_,4.34
_0219_,4.32
A[12],4.27
B[17],4.27
B[19],4.27
_0636_,4.24
_1036_,4.24
_1977_,4.24
_0035_,4.22
_1063_,4.22
_1376_,4.22
_1148_,4.2
_0122_,4.14
_1245_,4.12
_1777_,4.1
_0390_,4.02
_0484_,4.02
_0848_,4.02
_1021_,4.02
_1099_,4.02
_1888_,4.02
_0549_,4.01
_0189_,4
_0367_,4
_0560_,4
_0696_,4
_0756_,4
_0908_,4
_1172_,4
_1329_,4
_1912_,4
net111,4
_0755_,3.98
_1110_,3.98
_1949_,3.98
opcode[3],3.93
_0515_,3.9
_0123_,3.88
_0276_,3.88
_0431_,3.88
_0480_,3.88
_0563_,3.88
_0586_,3.88
_0645_,3.88
_0849_,3.88
_0912_,3.88
_0921_,3.88
_1081_,3.88
_1111_,3.88
_1160_,3.88
_1206_,3.88
_1230_,3.88
_1279_,3.88
_1554_,3.88
_1807_,3.88
_1238_,3.86
_0047_,3.78
_0090_,3.76
_0606_,3.76
_1076_,3.76
_1687_,3.76
_1103_,3.74
_1921_,3.68
_0860_,3.64
_0556_,3.56
_0818_,3.56
_0836_,3.56
_1384_,3.56
_0062_,3.54
_0131_,3.54
_0187_,3.54
_0368_,3.54
_0408_,3.54
_0671_,3.54
_0727_,3.54
_0749_,3.54
_0909_,3.54
_1044_,3.54
_1113_,3.54
_1346_,3.54
_1360_,3.54
_1528_,3.54
_0891_,3.52
_0823_,3.44
_1844_,3.44
_0161_,3.42
_0357_,3.42
_0522_,3.42
_0691_,3.42
_0775_,3.42
_0812_,3.42
_1027_,3.42
_1054_,3.42
_1388_,3.42
_1942_,3.42
_2003_,3.42
_2015_,3.42
_0255_,3.4
_1049_,3.4
_1594_,3.38
_0616_,3.32
_0669_,3.32
_0718_,3.32
_1216_,3.32
_1442_,3.32
_0819_,3.31
_0290_,3.22
_0516_,3.22
_0618_,3.22
_0098_,3.2
_0840_,3.2
_1006_,3.2
_0222_,3.18
_0999_,3.18
_1150_,3.18
_0309_,3.1
_0474_,3.1
_0708_,3.1
_0711_,3.1
_0970_,3.1
_1069_,3.1
_1252_,3.1
_1296_,3.1
_1448_,3.1
_0138_,3.08
_0153_,3.08
_0356_,3.08
_0452_,3.08
_0485_,3.08
_0536_,3.08
_0635_,3.08
_0821_,3.08
_0851_,3.08
_1011_,3.08
_1084_,3.08
_1208_,3.08
_1217_,3.08
_1885_,3.08
_1958_,3.08
_0005_,3.06
_1190_,3.06
_1932_,3.06
_0288_,2.99
_0716_,2.98
_0895_,2.98
_1136_,2.98
_1198_,2.98
_0258_,2.965
_0183_,2.96
_0201_,2.96
_0389_,2.96
_0414_,2.96
_0617_,2.96
_0751_,2.96
_0784_,2.96
_0878_,2.96
_1033_,2.96
_1052_,2.96
_1137_,2.96
_1139_,2.96
_1202_,2.96
_1774_,2.96
_2049_,2.96
net115,2.96
_1119_,2.86
_1509_,2.86
_1274_,2.84
_0306_,2.76
_0475_,2.76
_1122_,2.76
_1440_,2.76
_1641_,2.74
_1688_,2.74
_1525_,2.72
_0520_,2.715
_0059_,2.64
_0130_,2.64
_0325_,2.64
_0430_,2.64
_0538_,2.64
_0608_,2.64
_0913_,2.64
_1014_,2.64
_1026_,2.64
_1602_,2.64
_1763_,2.64
_0149_,2.63
_0418_,2.62
_0425_,2.62
_0445_,2.62
_0585_,2.62
_0820_,2.62
_0837_,2.62
_0875_,2.62
_0904_,2.62
_0906_,2.62
_0993_,2.62
_1056_,2.62
_1075_,2.62
_1118_,2.62
_1179_,2.62
_1225_,2.62
_1331_,2.62
_1495_,2.62
_1684_,2.62
_1814_,2.62
_2056_,2.62
_0621_,2.52
_0866_,2.52
_1272_,2.52
_0119_,2.5
_0274_,2.5
_0638_,2.5
_0664_,2.5
_0722_,2.5
_0874_,2.5
_0929_,2.5
_0937_,2.5
_0952_,2.5
_0969_,2.5
_1017_,2.5
_1067_,2.5
_1155_,2.5
_1247_,2.5
_1462_,2.5
_1476_,2.5
_1550_,2.5
_0513_,2.4
_0581_,2.4
_1078_,2.4
_1117_,2.4
_1775_,2.4
_0128_,2.38
_1277_,2.38
_1760_,2.38
_0694_,2.3
_1077_,2.3
_1414_,2.3
_2031_,2.3
_0713_,2.285
_0167_,2.28
_0305_,2.28
_0307_,2.28
_0498_,2.28
_0783_,2.28
_0809_,2.28
_1213_,2.28
_1344_,2.28
_1794_,2.28
_1832_,2.28
_0051_,2.18
_0284_,2.18
_0637_,2.18
_0725_,2.18
_0788_,2.18
_0938_,2.18
_0979_,2.18
_1096_,2.18
_1224_,2.18
_1834_,2.18
_1931_,2.18
_1994_,2.18
_2043_,2.18
_2046_,2.18
_2050_,2.18
_0069_,2.16
_0184_,2.16
_0400_,2.16
_0411_,2.16
_0472_,2.16
_0569_,2.16
_0765_,2.16
_0803_,2.16
_0950_,2.16
_0968_,2.16
_1043_,2.16
_1127_,2.16
_1144_,2.16
_1600_,2.16
_1734_,2.16
net114,2.16
_0212_,2.06
_0294_,2.06
_1123_,2.06
_1701_,2.06
_0077_,2.04
_0176_,2.04
_0376_,2.04
_0824_,2.04
_0841_,2.04
_0844_,2.04
_0893_,2.04
_0958_,2.04
_1048_,2.04
_1473_,2.04
_1802_,2.04
_2028_,2.04
_2042_,2.04
net74,2.04
_0003_,1.94
_0625_,1.94
_0942_,1.94
_1167_,1.94
_1239_,1.94
_1241_,1.94
_0534_,1.915
_1154_,1.915
_0113_,1.84
_0292_,1.84
_0730_,1.84
_0753_,1.84
_1073_,1.84
_1181_,1.84
_1811_,1.84
_1990_,1.84
_2016_,1.84
_2027_,1.84
_2051_,1.84
_0700_,1.82
_1653_,1.82
_1786_,1.82
_2064_,1.82
_0278_,1.72
_0456_,1.72
_0593_,1.72
_0859_,1.72
_1124_,1.72
_1438_,1.72
_0029_,1.7
_0125_,1.7
_0174_,1.7
_0407_,1.7
_0668_,1.7
_0687_,1.7
_0747_,1.7
_0761_,1.7
_0763_,1.7
_0948_,1.7
_0963_,1.7
_1102_,1.7
_1140_,1.7
_1166_,1.7
_1182_,1.7
_1261_,1.7
_1294_,1.7
_1504_,1.7
_1919_,1.7
net108,1.7
_1242_,1.63
_0918_,1.6
_1051_,1.6
_1812_,1.6
_1820_,1.6
_0511_,1.48
_0827_,1.48
_0259_,1.38
_0335_,1.38
_0502_,1.38
_0539_,1.38
_1720_,1.38
_1764_,1.38
_2025_,1.38
_0864_,1.36
_0980_,1.36
_0188_,1.26
_0261_,1.26
_0464_,1.26
_0589_,1.26
_0651_,1.26
_0768_,1.26
_0928_,1.26
_1013_,1.26
_1669_,1.26
_1882_,1.26
_1903_,1.26
_1803_,1.255
_1151_,1.2
_0720_,1.14
_0791_,1.14
_0886_,1.14
_1015_,1.14
_1493_,1.14
_1902_,1.14
_1952_,1.14
_0186_,0.92
_0241_,0.92
_0441_,0.92
_0479_,0.92
_0487_,0.92
_0892_,0.92
_1068_,0.92
_1101_,0.92
_1120_,0.92
_1138_,0.92
_1169_,0.92
_1195_,0.92
_1351_,0.92
_1752_,0.92
_1924_,0.92
_1935_,0.92
_0358_,0.845
_0308_,0.8
_0684_,0.8
_0714_,0.8
_0923_,0.8
_0951_,0.8
_1961_,0.8
_1240_,0.57
_0181_,0.46
_0313_,0.46
_0482_,0.46
_0550_,0.46
_0565_,0.46
_0630_,0.46
_0659_,0.46
_0726_,0.46
_0915_,0.46
_0940_,0.46
_0975_,0.46
_1012_,0.46
_1037_,0.46
_1542_,0.46
_1596_,0.46
_1690_,0.46
_1836_,0.46
_1838_,0.46
