net,length_um
_0124_,20.12
_2388_,20.12
_0554_,20.1
_2460_,20.1
_0473_,20.08
_1353_,20.08
_1637_,20.08
_3599_,20.08
_0461_,20.04
_2746_,20
_3274_,19.98
_2129_,19.96
_2051_,19.94
_0785_,19.92
_1748_,19.92
_1618_,19.9
_2137_,19.9
_1177_,19.88
_2168_,19.86
_3109_,19.86
_0766_,19.82
_3779_,19.8
_2225_,19.79
_2378_,19.78
_3346_,19.78
_0050_,19.76
_1921_,19.74
_1698_,19.72
_0040_,19.62
_0879_,19.62
_2383_,19.6
_0237_,19.58
_2533_,19.58
_2087_,19.54
_3365_,19.54
_2086_,19.52
_2640_,19.52
_2006_,19.48
_2158_,19.47
_2726_,19.42
_0347_,19.4
_1679_,19.4
_1846_,19.4
_2636_,19.4
_3121_,19.4
_0477_,19.38
_2076_,19.36
_0746_,19.32
_1178_,19.3
_0350_,19.28
_0645_,19.28
_1289_,19.24
_1196_,19.18
_2215_,19.18
_0939_,19.16
_1379_,19.16
_3689_,19.14
_0984_,19.12
_1448_,19.12
_1945_,19.1
_0908_,19.08
_0965_,19.08
_0226_,19.06
_3488_,19.04
_1802_,19.02
_1388_,19
_1617_,19
_0737_,18.985
_0910_,18.98
_2505_,18.98
_1120_,18.96
_1943_,18.94
_2486_,18.94
_3693_,18.86
_2223_,18.84
_0171_,18.82
_1188_,18.82
_1412_,18.82
_1697_,18.76
_1235_,18.72
_3643_,18.72
_1181_,18.7
_1327_,18.7
_1845_,18.7
_2219_,18.7
_0150_,18.68
_0435_,18.68
_0344_,18.64
_0508_,18.64
_3505_,18.64
_0189_,18.62
_3836_,18.62
_0967_,18.6
_2309_,18.6
_3791_,18.58
_0149_,18.56
_0713_,18.52
_0716_,18.52
_1843_,18.52
_2292_,18.52
_0547_,18.5
_1486_,18.44
_2669_,18.44
_3540_,18.44
_2843_,18.42
_1588_,18.405
_3709_,18.395
_0329_,18.36
_1226_,18.36
_2083_,18.36
_2731_,18.36
_0075_,18.3
_0804_,18.3
_1514_,18.3
_2089_,18.27
_0474_,18.24
_0862_,18.24
_1727_,18.24
_1770_,18.24
_2468_,18.24
_0528_,18.22
_1187_,18.22
_2414_,18.2
_2770_,18.2
_1625_,18.185
_1988_,18.18
_0308_,18.16
_0481_,18.16
_1040_,18.16
_1753_,18.14
_1709_,18.12
_0569_,18.11
_2347_,18.1
_2072_,18.08
_1324_,18.06
_2478_,18.06
_0797_,18.04
_2302_,18.04
_2869_,18.04
_2097_,18.02
_2872_,18.02
_0001_,18
_0571_,18
_1255_,17.995
_1183_,17.98
_1970_,17.96
_2909_,17.94
_2998_,17.94
_3217_,17.94
_0453_,17.88
_0951_,17.88
_1091_,17.88
_1631_,17.86
_2369_,17.86
_0250_,17.85
_0795_,17.8
_1628_,17.8
_1928_,17.78
_2448_,17.78
A[30],17.72
_1454_,17.7
B[11],17.68
_2875_,17.68
_0167_,17.66
_1873_,17.66
_3251_,17.66
_3710_,17.66
_0312_,17.64
_2142_,17.64
_0594_,17.6
_0966_,17.6
_1473_,17.56
_2772_,17.56
_3044_,17.54
_1764_,17.5
_1608_,17.48
_1958_,17.47
_0087_,17.46
_0375_,17.46
_1757_,17.46
_2932_,17.44
_1715_,17.4
_2282_,17.4
_1113_,17.38
_2554_,17.34
_0151_,17.3
_0624_,17.24
_0152_,17.22
_0937_,17.22
_1736_,17.22
_3768_,17.22
_1191_,17.2
_1052_,17.17
_0404_,17.12
_1788_,17.12
_3699_,17.12
_2694_,17.08
_0700_,17.06
_0354_,17.04
_0069_,16.98
_1024_,16.98
_2524_,16.98
_2859_,16.98
_0080_,16.94
_2826_,16.94
_2093_,16.92
_2632_,16.9
_3644_,16.9
_0361_,16.86
_1331_,16.86
_1732_,16.86
_2122_,16.86
_2289_,16.84
_1721_,16.82
_2350_,16.82
_2374_,16.82
_0778_,16.78
_3134_,16.74
_0877_,16.72
_0529_,16.705
_1626_,16.7
_2431_,16.7
_1415_,16.68
_1571_,16.68
_3323_,16.68
_0336_,16.66
_2150_,16.66
_2584_,16.66
_1750_,16.64
_1817_,16.64
_0054_,16.62
_3763_,16.62
_1314_,16.615
_0752_,16.6
_1106_,16.6
_1262_,16.6
_3327_,16.6
_0588_,16.58
_1475_,16.58
_1972_,16.57
_0383_,16.56
net68,16.56
_3548_,16.52
_0570_,16.5
_2657_,16.5
_3575_,16.48
_0145_,16.44
_1082_,16.44
_1268_,16.44
_2582_,16.42
_3732_,16.4
_3471_,16.395
_0357_,16.38
_0370_,16.38
_0694_,16.38
_1330_,16.38
_1474_,16.36
_1932_,16.36
_2628_,16.32
_0165_,16.3
_2612_,16.3
_3110_,16.3
_0740_,16.28
_0687_,16.26
_1933_,16.26
_2330_,16.26
_1485_,16.24
_2279_,16.24
_0328_,16.22
_1263_,16.22
_2658_,16.22
_0156_,16.2
_0833_,16.18
net21,16.18
_1589_,16.16
_3500_,16.16
result[31],16.16
_0303_,16.1
_3452_,16.1
_1502_,16.08
_2361_,16.06
_2385_,16.06
_0918_,16.04
_0061_,16.02
_1265_,16.02
_1746_,16.02
_1074_,16.01
_3697_,16
_0255_,15.96
_1898_,15.94
_2730_,15.94
_1563_,15.9
_3821_,15.9
_2090_,15.84
_3128_,15.84
_0499_,15.82
_1767_,15.82
_2683_,15.82
_0195_,15.8
_1957_,15.8
_2771_,15.8
_1150_,15.78
_0258_,15.76
_1879_,15.76
_2140_,15.76
_2794_,15.76
_0885_,15.72
_1664_,15.72
_1638_,15.7
_3460_,15.69
_0264_,15.68
_0814_,15.64
_1294_,15.64
_2643_,15.62
_0423_,15.6
_0905_,15.6
_2394_,15.6
_1968_,15.58
_0774_,15.56
_1771_,15.56
_2622_,15.54
_0120_,15.5
_0773_,15.5
_2358_,15.5
_2919_,15.5
_0369_,15.48
_0781_,15.48
_1403_,15.48
_1834_,15.48
zero,15.46
_1431_,15.44
_3805_,15.44
_2341_,15.42
B[8],15.38
_3634_,15.36
_1723_,15.34
_1848_,15.34
_2035_,15.34
_2393_,15.34
_3784_,15.34
_0947_,15.32
_0618_,15.3
_0761_,15.3
_1017_,15.28
_1816_,15.28
_2106_,15.28
_2804_,15.265
_0673_,15.26
_1578_,15.24
_0487_,15.22
_0507_,15.2
_1527_,15.2
_2868_,15.18
_0555_,15.16
_2132_,15.16
_2333_,15.16
_3261_,15.16
_0626_,15.14
_0880_,15.14
_1790_,15.14
_3361_,15.13
_0841_,15.12
_1083_,15.08
_1142_,15.08
_3704_,15.08
_0374_,15.06
_2659_,15.06
_2280_,15.04
_3018_,15.04
_3567_,15.04
_0228_,15.02
_2049_,15.02
_2022_,15.015
_0567_,14.98
_0627_,14.98
_1950_,14.98
_2634_,14.98
_2535_,14.94
_3239_,14.94
carry,14.9
_1953_,14.84
_3201_,14.84
_1587_,14.82
net153,14.8
_3745_,14.795
_1735_,14.78
_2389_,14.78
_3117_,14.78
_1519_,14.76
_1692_,14.76
_1483_,14.74
_2784_,14.72
_2564_,14.7
_3639_,14.7
_2536_,14.68
_2814_,14.68
_3413_,14.68
_3637_,14.68
_0441_,14.66
_0663_,14.66
_3633_,14.66
_0876_,14.64
_2063_,14.63
_0194_,14.6
_3188_,14.6
_3066_,14.58
_1175_,14.56
_2606_,14.56
_2637_,14.53
_1450_,14.5
_1068_,14.46
_1547_,14.46
_1798_,14.44
_3210_,14.425
_1005_,14.42
_0658_,14.4
_0367_,14.39
_0295_,14.36
_2135_,14.36
_0445_,14.34
_1033_,14.34
_2887_,14.34
_0664_,14.32
_1609_,14.32
_2991_,14.32
_0263_,14.26
_0299_,14.26
net154,14.24
_0249_,14.22
_1487_,14.215
_2828_,14.2
_3587_,14.175
_0368_,14.14
_0934_,14.14
_1152_,14.14
_1190_,14.12
_1537_,14.06
_2475_,14.04
_0779_,14.035
_1057_,14.02
_1982_,14.02
_3238_,14.02
_1919_,14
_3713_,14
_1103_,13.99
_1633_,13.98
_2850_,13.98
overflow,13.98
_0353_,13.96
_2337_,13.96
_0071_,13.92
_0788_,13.92
_1930_,13.92
_2301_,13.92
_0786_,13.88
_1201_,13.88
_2778_,13.88
A[28],13.86
_0648_,13.86
_3416_,13.86
_0760_,13.84
_2105_,13.84
_2845_,13.84
_0030_,13.82
_0538_,13.82
_2969_,13.82
_1166_,13.815
_0898_,13.8
_2065_,13.78
_2258_,13.78
_2679_,13.78
_0921_,13.76
_1564_,13.76
_1959_,13.76
_2419_,13.76
_2653_,13.76
_3581_,13.76
net115,13.76
B[29],13.74
_2722_,13.74
_2453_,13.72
_2287_,13.68
_1044_,13.66
_1133_,13.66
_3404_,13.66
_1911_,13.64
_2327_,13.64
_3690_,13.64
_1973_,13.62
_3837_,13.6
_1512_,13.56
_2816_,13.56
_2032_,13.54
_2288_,13.54
_2024_,13.52
_2044_,13.52
_2617_,13.52
_3740_,13.52
_0118_,13.5
_1234_,13.5
_2982_,13.5
_0650_,13.48
_1760_,13.48
_1615_,13.46
_3029_,13.46
_3778_,13.46
_0511_,13.44
_1305_,13.44
_0599_,13.42
_0655_,13.42
_1048_,13.42
_1837_,13.42
_2851_,13.42
_3522_,13.42
_2602_,13.4
_2007_,13.38
_2061_,13.36
_0352_,13.34
_0818_,13.34
_1310_,13.34
_0561_,13.3
_2823_,13.3
_3588_,13.3
A[27],13.28
_2373_,13.28
result[24],13.28
_2810_,13.26
_0997_,13.24
_3041_,13.24
_1977_,13.22
_2328_,13.22
_2151_,13.2
_1337_,13.18
_1772_,13.18
_2201_,13.18
_2618_,13.18
_3062_,13.18
net133,13.18
_1690_,13.15
_1567_,13.14
_1524_,13.135
_1634_,13.1
_3781_,13.1
_0929_,13.08
_2085_,13.08
_2729_,13.08
_2071_,13.06
_2264_,13.06
_0279_,13.04
_1623_,13.04
_3195_,13.04
_0792_,13.02
_1449_,13.02
_2509_,13.02
_0798_,13.01
_0320_,13
_2284_,13
_2685_,13
_3272_,13
_0443_,12.98
_0521_,12.96
_1421_,12.96
_1888_,12.96
_2050_,12.96
_2439_,12.96
_2213_,12.94
_0084_,12.9
_2899_,12.9
_0154_,12.88
_0292_,12.88
_0803_,12.88
_1612_,12.88
_1616_,12.88
_2538_,12.86
_0044_,12.84
_1718_,12.84
_2023_,12.84
_2197_,12.84
_1126_,12.82
_2186_,12.82
_2818_,12.8
_0582_,12.78
_1560_,12.78
_2238_,12.78
_0043_,12.76
_2192_,12.74
_0045_,12.72
_2462_,12.7
_2243_,12.69
_2367_,12.68
_2434_,12.68
_2454_,12.68
_3081_,12.66
_3638_,12.66
_2855_,12.64
_3359_,12.64
_1115_,12.6
_1471_,12.6
_1779_,12.6
_2351_,12.6
_2371_,12.6
_2067_,12.58
_2138_,12.58
_2555_,12.58
_3780_,12.58
result[29],12.58
_0475_,12.54
_0762_,12.54
_1460_,12.54
_0707_,12.52
_1013_,12.52
_1455_,12.5
_2030_,12.5
_2214_,12.48
_3074_,12.48
_0092_,12.42
_2092_,12.42
_3589_,12.42
_1244_,12.4
_2094_,12.4
_2169_,12.4
_2710_,12.38
_1583_,12.36
_1656_,12.34
_1157_,12.29
_0186_,12.28
_1737_,12.26
_2840_,12.26
_1641_,12.24
_3049_,12.24
_0647_,12.2
_1250_,12.2
_0501_,12.18
_1799_,12.18
_1897_,12.18
_2254_,12.17
_0070_,12.16
_1670_,12.16
_2274_,12.16
_2471_,12.16
_3610_,12.16
_1944_,12.14
_0482_,12.12
_2400_,12.12
_2655_,12.08
_3764_,12.08
_0557_,12.06
_1019_,12.06
_1169_,12.06
_1912_,12.06
_1307_,12.04
_2290_,12.04
_2806_,12.04
_2936_,12.04
_2963_,12.04
_0661_,12.02
_3785_,12.02
_0126_,12.015
_1789_,12
_0073_,11.96
_1869_,11.96
_3681_,11.96
_0651_,11.955
_2320_,11.92
A[29],11.9
_0522_,11.88
_0644_,11.88
_2130_,11.88
_2897_,11.88
_0653_,11.84
_3783_,11.84
_0502_,11.82
_1572_,11.8
_3820_,11.8
_0563_,11.78
_1543_,11.78
_2580_,11.78
_3033_,11.78
_1554_,11.76
_1808_,11.745
_0437_,11.74
_1426_,11.74
_2948_,11.74
_0889_,11.72
_2008_,11.72
_2295_,11.72
_0444_,11.7
_0925_,11.7
_1144_,11.7
_1707_,11.7
_1842_,11.7
_2880_,11.7
_3122_,11.7
_3220_,11.7
result[26],11.69
_0138_,11.68
_0214_,11.68
_2803_,11.68
_2831_,11.68
result[25],11.68
_1136_,11.66
_2117_,11.66
_2507_,11.66
_3698_,11.66
_2059_,11.64
_1667_,11.62
_2052_,11.62
_2206_,11.62
_2749_,11.62
_3166_,11.62
_0276_,11.6
_3571_,11.6
_1593_,11.595
_1275_,11.58
B[27],11.56
B[28],11.56
opcode[2],11.56
opcode[3],11.56
_1598_,11.54
_1584_,11.52
_1276_,11.5
_1797_,11.5
_2098_,11.5
_2191_,11.5
_2910_,11.5
_1969_,11.495
A[15],11.48
A[17],11.48
_0081_,11.48
_0439_,11.48
_1153_,11.48
_1396_,11.48
_2459_,11.48
_0729_,11.46
_1029_,11.46
_1129_,11.46
_1417_,11.46
_1482_,11.46
_1915_,11.46
_3714_,11.46
A[31],11.44
B[30],11.44
B[31],11.44
_1624_,11.44
opcode[0],11.44
opcode[1],11.44
_1359_,11.42
_1815_,11.42
_2183_,11.42
_1639_,11.4
_0233_,11.38
_2211_,11.38
_2817_,11.38
_2964_,11.38
_3725_,11.38
_3815_,11.38
_3035_,11.36
_3653_,11.36
_0438_,11.34
_1683_,11.34
_2293_,11.34
_2321_,11.34
_2513_,11.34
_3790_,11.34
_0452_,11.32
_1868_,11.3
_3438_,11.3
_1978_,11.28
_2702_,11.28
_3219_,11.28
_2039_,11.26
_0852_,11.24
_0903_,11.24
_1364_,11.24
_2031_,11.22
result[30],11.22
_1871_,11.2
_2266_,11.2
_3578_,11.2
_0153_,11.18
_0476_,11.18
_0576_,11.18
_1602_,11.14
_0066_,11.12
_0641_,11.12
_1291_,11.12
_1444_,11.12
_1469_,11.12
_1668_,11.12
_2181_,11.12
_3723_,11.12
result[18],11.1
result[20],11.1
result[21],11.1
result[22],11.1
_0681_,11.08
_0749_,11.08
_0789_,11.08
_0945_,11.08
_1470_,11.08
_2060_,11.08
_2417_,11.08
_0220_,11.055
_2553_,11.04
_3230_,11.04
_3628_,11.04
B[6],11.02
_3186_,11.02
_0940_,11
_1080_,11
_2458_,11
_1607_,10.98
_1993_,10.98
_1905_,10.96
_2167_,10.96
_3527_,10.96
_0014_,10.925
_0548_,10.92
_0896_,10.92
_2464_,10.92
_2521_,10.92
_3072_,10.92
_3515_,10.92
_2270_,10.88
_1306_,10.86
_1374_,10.86
_1729_,10.86
_1889_,10.86
_2259_,10.82
_2461_,10.82
_0472_,10.8
_0546_,10.8
_2501_,10.8
_3563_,10.8
_1773_,10.79
_0294_,10.78
_0519_,10.78
_0733_,10.78
_1464_,10.78
_1525_,10.78
_2300_,10.78
_2212_,10.76
_3528_,10.76
_2980_,10.74
_0121_,10.72
_1182_,10.72
_1242_,10.7
_1722_,10.7
_2446_,10.7
_3190_,10.7
_3576_,10.7
_0796_,10.68
_1101_,10.66
_1844_,10.66
_0556_,10.64
_1046_,10.64
_2366_,10.64
_0424_,10.62
_3288_,10.62
_3774_,10.62
_3794_,10.62
_1319_,10.59
_2241_,10.58
_2329_,10.58
_2504_,10.58
_3004_,10.58
_3802_,10.58
_0636_,10.54
_0955_,10.54
_2257_,10.54
_2395_,10.54
_3088_,10.52
_3375_,10.52
_0680_,10.5
_1590_,10.5
_2043_,10.5
_1339_,10.48
_2437_,10.46
_2712_,10.46
_1648_,10.445
_3344_,10.44
_0432_,10.42
_1056_,10.42
_2185_,10.42
_2343_,10.42
_0251_,10.4
_1513_,10.4
_1831_,10.4
_1909_,10.4
_2252_,10.4
_2619_,10.4
_1189_,10.38
_3646_,10.38
_0035_,10.36
_3519_,10.36
_3801_,10.36
_1311_,10.34
_1920_,10.34
_2820_,10.34
_3138_,10.34
B[16],10.32
_0748_,10.32
_2220_,10.32
_3053_,10.32
_0912_,10.3
result[19],10.3
_0012_,10.28
_1859_,10.28
_3701_,10.28
_0901_,10.26
_1317_,10.26
_3139_,10.26
_0021_,10.24
_0470_,10.24
_2876_,10.24
_1466_,10.22
_2781_,10.22
_3759_,10.21
_0117_,10.2
_0981_,10.2
_1895_,10.2
_1913_,10.2
_3065_,10.2
_3614_,10.2
_0052_,10.18
_1492_,10.18
_1611_,10.18
_1640_,10.18
_0864_,10.16
_1085_,10.16
_1874_,10.16
_2123_,10.16
_2562_,10.16
_2735_,10.16
_3736_,10.16
_0317_,10.12
_0823_,10.12
_2149_,10.12
_3830_,10.12
B[14],10.1
_1478_,10.08
_1754_,10.08
_2163_,10.08
_2764_,10.08
_0331_,10.06
_3046_,10.06
_1597_,10.04
_3825_,10.04
_0676_,10.02
_0079_,10
_2456_,10
_2696_,10
A[26],9.99
_2565_,9.98
_0685_,9.96
_1288_,9.96
_1704_,9.96
_1986_,9.96
_2401_,9.96
_2476_,9.96
_0659_,9.94
_1259_,9.94
_1401_,9.94
_1507_,9.94
_1886_,9.94
_2607_,9.94
_2950_,9.94
_3800_,9.94
_1038_,9.92
_2227_,9.92
_3574_,9.92
_0881_,9.91
_2005_,9.9
_2457_,9.9
_2472_,9.9
_2965_,9.9
_3143_,9.9
_3363_,9.9
_0462_,9.88
_3040_,9.88
_0771_,9.86
_0927_,9.86
_1691_,9.86
_1979_,9.86
_1204_,9.84
_1309_,9.84
_2576_,9.84
_0307_,9.82
_0938_,9.82
_1022_,9.82
_1228_,9.82
_1682_,9.82
_1761_,9.82
_2187_,9.82
_2815_,9.82
_3666_,9.82
_2046_,9.8
_1202_,9.78
_1230_,9.78
_1885_,9.78
_2307_,9.78
_2449_,9.78
_2704_,9.78
_2777_,9.78
_2918_,9.78
_3200_,9.78
_2975_,9.76
_3829_,9.76
_0236_,9.74
_1341_,9.74
_2173_,9.74
_2233_,9.74
_2947_,9.74
_0209_,9.72
_0679_,9.72
_0816_,9.72
_1018_,9.72
_1556_,9.72
_1720_,9.72
_2700_,9.72
_0272_,9.7
_0859_,9.7
_1467_,9.7
_2339_,9.7
_2699_,9.7
_2713_,9.7
_2734_,9.7
_2757_,9.7
_2765_,9.7
_2095_,9.69
_1156_,9.66
_1303_,9.66
_3696_,9.66
A[10],9.64
B[12],9.64
B[13],9.64
B[5],9.64
_0300_,9.64
_2055_,9.64
_2907_,9.64
_0128_,9.62
_0143_,9.62
_1423_,9.62
_2380_,9.62
_2529_,9.62
_3168_,9.62
_0514_,9.58
_0534_,9.58
_1710_,9.58
_1784_,9.58
_0610_,9.56
_2548_,9.56
_2949_,9.56
_0799_,9.54
_1334_,9.54
_3229_,9.52
net146,9.52
_0055_,9.5
_0564_,9.5
_1702_,9.5
_1916_,9.5
_2626_,9.5
_2705_,9.5
_2881_,9.5
A[1],9.49
_3814_,9.485
_0549_,9.48
_1135_,9.48
_1786_,9.48
_2525_,9.48
_0872_,9.46
_2014_,9.46
_0268_,9.44
_0396_,9.44
_1430_,9.44
_2624_,9.44
_2744_,9.44
_2996_,9.44
_3700_,9.44
_3839_,9.44
_0180_,9.42
_0406_,9.42
_1349_,9.42
_2721_,9.42
_3045_,9.42
_3243_,9.42
_2440_,9.4
_2786_,9.4
_3675_,9.4
_3808_,9.4
_0142_,9.375
_1907_,9.36
_2768_,9.36
_2968_,9.36
_1299_,9.34
_1561_,9.34
_1387_,9.32
_1711_,9.32
_2111_,9.32
_2306_,9.32
_0536_,9.3
_0767_,9.3
_3702_,9.3
_1406_,9.28
_2332_,9.28
_2466_,9.28
_2888_,9.28
_3025_,9.28
_3739_,9.28
_0868_,9.27
_0203_,9.26
_2796_,9.24
_2913_,9.24
_2756_,9.22
_3677_,9.22
_0794_,9.21
_0638_,9.2
_3398_,9.2
A[7],9.18
B[3],9.18
_0107_,9.18
_0280_,9.18
_2162_,9.18
_0161_,9.16
_0206_,9.16
_0427_,9.16
_0578_,9.16
_1124_,9.16
_1758_,9.16
_2921_,9.16
_3091_,9.16
_0471_,9.145
_0887_,9.14
_2114_,9.13
_1090_,9.12
_2334_,9.12
_0098_,9.08
_2109_,9.08
_2199_,9.08
_2314_,9.08
_2362_,9.08
_3232_,9.08
_2652_,9.07
_0606_,9.06
_1603_,9.05
_3026_,9.05
_0313_,9.04
_0782_,9.04
_0893_,9.04
_1794_,9.04
_2208_,9.04
_2447_,9.04
_2210_,9.035
_1498_,9.02
_1875_,9.02
_1899_,9.02
_2068_,9.02
_2953_,9.02
_3804_,9.005
_1134_,9
_0196_,8.995
_0920_,8.99
_2613_,8.98
_2695_,8.98
net109,8.98
_0420_,8.96
_0598_,8.96
_1398_,8.96
_1586_,8.96
_1627_,8.96
_2038_,8.96
_2066_,8.96
_2324_,8.96
_1055_,8.94
_2190_,8.94
_0815_,8.92
_1739_,8.92
_1775_,8.92
_2073_,8.92
_2325_,8.92
_0612_,8.9
_1407_,8.9
_1755_,8.9
_1951_,8.9
_2016_,8.9
_2825_,8.9
_0158_,8.88
_0775_,8.86
_3534_,8.86
_3577_,8.86
A[13],8.84
A[18],8.84
A[5],8.84
A[8],8.84
B[0],8.84
B[1],8.84
B[4],8.84
B[7],8.84
_2611_,8.84
_0917_,8.82
_1108_,8.82
_1538_,8.82
_1687_,8.82
_1713_,8.82
_1724_,8.82
_2189_,8.8
_2895_,8.8
_0926_,8.78
_2863_,8.78
_2099_,8.76
_2752_,8.76
_2954_,8.74
A[14],8.72
A[16],8.72
A[19],8.72
A[20],8.72
A[3],8.72
A[6],8.72
A[9],8.72
B[15],8.72
B[17],8.72
B[9],8.72
_0558_,8.72
_0783_,8.7
_0895_,8.7
_1159_,8.7
_1579_,8.7
_1857_,8.7
_2229_,8.7
_2348_,8.7
_2443_,8.7
_2623_,8.7
_2979_,8.7
_3816_,8.7
_2775_,8.68
_2999_,8.68
_0591_,8.67
_1141_,8.66
_1759_,8.66
_3535_,8.66
_2487_,8.645
_0787_,8.64
_0899_,8.64
_0388_,8.62
_0426_,8.62
_2903_,8.62
_2688_,8.615
_0096_,8.58
_0994_,8.58
_1657_,8.58
_2340_,8.58
_2420_,8.58
_2482_,8.58
_0262_,8.56
_1012_,8.56
_0456_,8.54
_0193_,8.52
_0221_,8.52
_2236_,8.52
_2581_,8.52
_2718_,8.52
_3132_,8.52
_1939_,8.5
_3169_,8.5
_0646_,8.48
_0708_,8.48
_0832_,8.48
B[25],8.47
_2645_,8.46
_2941_,8.46
_3030_,8.46
net103,8.46
_0031_,8.44
_1116_,8.44
_1549_,8.44
_2763_,8.44
_0290_,8.42
_1298_,8.42
_0993_,8.4
_1251_,8.4
_1810_,8.4
_3165_,8.4
_3583_,8.4
_1459_,8.38
_2004_,8.38
_3031_,8.38
_3090_,8.38
_0032_,8.36
_0906_,8.36
_1236_,8.36
_1239_,8.36
_2062_,8.36
_2202_,8.36
_2926_,8.36
_0062_,8.32
_1203_,8.32
_1684_,8.32
_1936_,8.32
_2074_,8.32
_1414_,8.28
A[21],8.26
_2222_,8.26
_2842_,8.26
_3093_,8.26
_1258_,8.24
_1751_,8.24
_2614_,8.24
_2838_,8.24
_3015_,8.24
_3116_,8.24
_3694_,8.24
_3079_,8.22
_0207_,8.2
_0333_,8.2
_1966_,8.2
_3635_,8.2
_2139_,8.18
_3197_,8.16
net121,8.145
_1122_,8.14
_1180_,8.14
_2779_,8.14
_1257_,8.12
_1768_,8.12
_0321_,8.1
_1491_,8.1
_1747_,8.1
_1890_,8.1
_1940_,8.1
_3715_,8.1
_1008_,8.09
_1534_,8.08
_1004_,8.06
_2473_,8.06
_0584_,8.04
_1416_,8.04
_1557_,8.04
_2577_,8.04
net108,8.04
_0672_,8.02
_1358_,8.02
_2026_,8.02
_2318_,8.02
A[0],8.01
_1163_,8
_1283_,8
_1461_,8
_0208_,7.98
_1167_,7.98
_1529_,7.98
_1731_,7.98
_2591_,7.98
_3203_,7.98
_3430_,7.98
_3719_,7.98
_0764_,7.975
_2522_,7.96
_1238_,7.955
_1841_,7.94
_2760_,7.94
_3016_,7.94
_3486_,7.94
_3609_,7.94
A[12],7.92
_0133_,7.92
_0176_,7.92
_2962_,7.92
_2925_,7.91
_0642_,7.9
_1439_,7.9
_1860_,7.9
_1882_,7.9
_2689_,7.9
_2406_,7.88
_3257_,7.88
_3619_,7.88
_1179_,7.87
_2017_,7.86
_2170_,7.86
_2175_,7.86
_2534_,7.86
_2601_,7.86
_3115_,7.84
_0757_,7.82
_2153_,7.82
_3410_,7.82
_1870_,7.815
_0830_,7.8
_2674_,7.8
_0371_,7.78
_0861_,7.78
_1680_,7.78
_1777_,7.78
_1914_,7.78
_2176_,7.78
_2194_,7.78
_2217_,7.78
_2520_,7.78
_2573_,7.78
_2621_,7.78
_0728_,7.76
_2603_,7.76
_3060_,7.76
_0656_,7.74
_1781_,7.74
_2107_,7.74
_2716_,7.74
_0302_,7.7
_1385_,7.7
_2101_,7.7
_2508_,7.7
_0230_,7.68
_0871_,7.66
_1118_,7.66
_1743_,7.66
_3645_,7.66
_3823_,7.66
_0310_,7.64
_0381_,7.64
_1000_,7.64
_1006_,7.64
_1281_,7.64
_1392_,7.64
_1552_,7.64
_2221_,7.64
_2256_,7.64
_2296_,7.64
_2435_,7.64
_3686_,7.64
_0990_,7.62
_3762_,7.62
_1316_,7.61
_0277_,7.6
_0714_,7.6
_2541_,7.6
_2866_,7.6
_3136_,7.6
_3193_,7.6
_0992_,7.58
_2356_,7.58
_2421_,7.58
_2500_,7.58
_2543_,7.58
_2883_,7.57
_1318_,7.56
_1801_,7.56
_2719_,7.56
_2901_,7.56
_0902_,7.54
_2249_,7.54
_3770_,7.54
_0064_,7.52
_0362_,7.52
_0675_,7.52
_0835_,7.52
_0863_,7.52
_1536_,7.52
_3544_,7.52
_2021_,7.5
_2819_,7.5
_0330_,7.48
_0227_,7.46
_1399_,7.46
_1992_,7.46
_0147_,7.44
_0531_,7.44
_1596_,7.44
_1780_,7.44
_2193_,7.44
_2743_,7.44
_2935_,7.44
_1462_,7.43
_3691_,7.42
_1295_,7.4
_1613_,7.4
_2516_,7.38
_2783_,7.38
result[23],7.37
_3008_,7.34
_0513_,7.32
_0882_,7.32
_1028_,7.32
_1164_,7.32
_1494_,7.32
_1546_,7.32
_2246_,7.32
_2569_,7.32
_1139_,7.28
_1575_,7.28
_2563_,7.28
_2776_,7.28
_3276_,7.28
_3051_,7.26
_0304_,7.24
_1440_,7.24
B[23],7.23
_1036_,7.225
_2237_,7.22
_0231_,7.2
_0662_,7.2
_1025_,7.2
_1168_,7.2
_1647_,7.2
_2224_,7.2
_2239_,7.2
_2407_,7.2
_2547_,7.2
_3005_,7.2
_3089_,7.2
_3604_,7.2
_2144_,7.195
_0834_,7.18
_1269_,7.18
_1338_,7.18
_3227_,7.18
_3244_,7.18
_3530_,7.18
_0287_,7.16
_3023_,7.16
_0325_,7.14
_0526_,7.12
_0763_,7.12
_1002_,7.12
_1301_,7.12
_1937_,7.12
_2277_,7.12
_2411_,7.12
_2590_,7.12
_2795_,7.12
_3464_,7.12
result[7],7.11
_1605_,7.1
_2054_,7.1
_2338_,7.1
_1809_,7.095
_2033_,7.08
_2182_,7.08
_2937_,7.08
_0575_,7.06
_1521_,7.06
_1910_,7.06
_3841_,7.06
_0847_,7.04
_3111_,7.04
_0306_,7
_2697_,7
_0421_,6.98
_0909_,6.98
_1312_,6.98
_2586_,6.98
net139,6.98
_0157_,6.94
_1635_,6.94
_1725_,6.94
_2639_,6.94
_2988_,6.94
_3337_,6.94
_3826_,6.94
net130,6.94
_0631_,6.92
_2759_,6.92
B[26],6.91
_1302_,6.9
_2368_,6.88
_3684_,6.88
_0053_,6.86
_0524_,6.86
_0793_,6.86
_1045_,6.86
_1313_,6.86
